pair,file1,file2,start,end,length,region,breakdown,other_ff_fraction,n_cal_tables,cal_tables
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xac9a,0xac9c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xacda,0xacdc,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xace6,0xace8,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xae86,0xae87,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xae9a,0xaeab,17,code,code:17,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xaeb6,0xaed8,34,code,code:34,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xaee2,0xaee4,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb01e,0xb01f,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb036,0xb037,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb046,0xb047,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb052,0xb054,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb142,0xb150,14,code,code:14,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb166,0xb16f,9,code,code:9,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb17a,0xb17f,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb216,0xb217,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb222,0xb223,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb4ce,0xb4eb,29,code,code:29,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xb66a,0xb66c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc2ca,0xc2dc,18,code,code:18,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc2ea,0xc2ec,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc30a,0xc30c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc332,0xc337,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc452,0xc460,14,code,code:14,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc46e,0xc470,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc6da,0xc6dc,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc6f6,0xc6f8,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc727,0xc728,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc73a,0xc754,26,code,code:26,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc766,0xc768,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xc89a,0xc89c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xca06,0xca14,14,code,code:14,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xd1ba,0xd1bb,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xd1ca,0xd1d0,6,code,code:6,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xd1da,0xd1df,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xd886,0xd888,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xd992,0xd9ac,26,code,code:26,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xd9db,0xd9f4,25,code,code:25,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xdb0f,0xdb28,25,code,code:25,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xdb32,0xdb58,38,code,code:38,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xdc5d,0xdc64,7,code,code:7,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xdc72,0xdcc0,78,code,code:78,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xddbd,0xddc0,3,code,code:3,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xdedb,0xdf24,73,code,code:73,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xdf2d,0xdf38,11,code,code:11,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0xdf45,0x16552,34317,code,code:34317,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x1655a,0x2549e,61252,code,code:61252,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x254a6,0x2b5c0,24858,code,code:24858,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x2b5d0,0x377ee,49694,code,code:49694,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x377f6,0x5127e,105096,code,code:105096,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x51289,0x5b92e,42661,code,code:42661,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5b940,0x5b946,6,code,code:6,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5b98f,0x5b994,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5b9a3,0x5b9a4,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5b9ac,0x5b9ca,30,code,code:30,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5b9de,0x5ba0a,44,code,code:44,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5ba1c,0x5ba22,6,code,code:6,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5ba6b,0x5ba70,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5ba7f,0x5ba80,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5ba88,0x5baa6,30,code,code:30,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5baba,0x5f918,15966,code,code:15966,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x5f920,0x69efc,42460,code,code:42460,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x69f06,0x6ad34,3630,code,code:3630,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x6c600,0x6c661,97,padding,padding:97,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x6c6e0,0x6e11b,6715,cal_data,cal_data:4824 padding:1824 cal_table:67,,67,Barometric Pressure Sensor Max ADC Count; Barometric Pressure Sensor Min ADC Count; Cold Rev Limit; Cold Rev Limit Threshold; Idle Related; Ignition; Ignition 0 - Safe Mode; Ignition 2; ...
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x6e124,0x6e782,1630,cal_data,cal_data:1594 cal_table:36,,36,Ignition 1; Ignition Leading 5; Ignition Minimum Maybe; Table 2D - 10_; Table 2D - 11_; Table 2D - 12_; Table 2D - 13_; Table 2D - 14_; ...
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x6e78c,0x74dd1,26181,cal_data,cal_data:25725 cal_table:456,,456,Accel Pedal to Throttle Position #1; Accel Pedal to Throttle Position #2; Accel Pedal to Throttle Position #3; Accel Pedal to Throttle Position #4; CLT Sensor Scaling; Fuelling - Safe Mode; Fuelling 0; Fuelling 1; ...
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x74ddc,0x74dde,2,cal_data,cal_data:2,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x74de7,0x77d1a,12083,cal_data,cal_data:11933 cal_table:150,,150,Estimated Manifold Pressure; Table 2D - 144_; Table 2D - 145_; Table 2D - 146_; Table 2D - 147_; Table 2D - 148_; Table 2D - 149_; Table 2D - 150_; ...
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x77d24,0x78842,2846,cal_data,cal_data:2798 cal_table:48,,48,Engine Load Compensation; Injector Latency Primary; Injector Latency Secondary; Primary Injector Size; Secondary Injector Size; Secondary Injector Size #2; Table 2D - 171_; Table 2D - 172_; ...
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x78854,0x7c776,16162,cal_data,cal_data:15816 cal_table:346,,346,AirFlow Inj Angle Related; Airflow Or Load Related; Auxillary Valve Close; Barometric Pressure Sensor Max Voltage; Barometric Pressure Sensor Min Voltage; Barometric Pressure Sensor Offset; Barometric Pressure Sensor Slope; Injection Angle; ...
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x7c77e,0x7c7ae,48,cal_data,cal_data:46 cal_table:2,,2,Table 2D - 285_; X
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x7c7b6,0x7db15,4959,cal_data,cal_data:4834 cal_table:103 tail:22,,103,Ignition Dwell Time_; Table 2D - 235_; Table 2D - 236_; Table 2D - 237_; Table 2D - 238_; Table 2D - 239_; Table 2D - 240_; Table 2D - 241_; ...
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x7fb01,0x7fb04,3,tail,tail:3,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x7fb88,0x7fb8c,4,tail,tail:4,,0,
60E0E700_N3YLEE__vs__60E0FC00,60E0E700_N3YLEE,60E0FC00,0x7fff4,0x7fff8,4,tail,tail:4,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xffb,0xffe,3,header,header:3,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x2003,0x2007,4,code,code:4,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x2020,0x2022,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x5342,0x5343,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x628f,0x6290,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x63d7,0x63e4,13,code,code:13,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x63ef,0x63f0,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x652a,0x652c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x655a,0x655c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x656f,0x6578,9,code,code:9,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x6583,0x6584,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x66ba,0x66bc,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x66cb,0x66cc,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x66da,0x66e8,14,code,code:14,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x66fb,0x6704,9,code,code:9,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x670f,0x6724,21,code,code:21,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x6737,0x6744,13,code,code:13,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x730a,0x730b,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x731a,0x731c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x732a,0x732f,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7386,0x7387,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7392,0x7393,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7412,0x7413,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7422,0x7424,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7432,0x7437,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7496,0x7498,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x74a6,0x74ab,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x76aa,0x76ab,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x77c2,0x77c3,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7b1a,0x7b1c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7b2e,0x7b30,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7c3a,0x7c3b,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7c56,0x7c57,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7e8a,0x7e8b,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x7f8a,0x7f8b,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x8e6a,0x8e6b,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x94de,0x94e0,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x961a,0x9630,22,code,code:22,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x9886,0x9890,10,code,code:10,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xa9fa,0xa9fc,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xab1a,0xab20,6,code,code:6,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xac9a,0xac9c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xacda,0xacdc,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xace6,0xace8,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xae86,0xae87,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xae9a,0xaeab,17,code,code:17,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xaeb6,0xaed8,34,code,code:34,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xaee2,0xaee4,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb01e,0xb01f,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb036,0xb037,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb046,0xb047,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb052,0xb054,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb142,0xb150,14,code,code:14,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb166,0xb16f,9,code,code:9,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb17a,0xb17f,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb216,0xb217,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb222,0xb223,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb4ce,0xb4eb,29,code,code:29,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xb66a,0xb66c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc2ca,0xc2dc,18,code,code:18,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc2ea,0xc2ec,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc30a,0xc30c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc332,0xc337,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc452,0xc460,14,code,code:14,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc46e,0xc470,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc6da,0xc6dc,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc6f6,0xc6f8,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc727,0xc728,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc73a,0xc754,26,code,code:26,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc766,0xc768,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xc89a,0xc89c,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xca06,0xca14,14,code,code:14,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xd1ba,0xd1bb,1,code,code:1,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xd1ca,0xd1d0,6,code,code:6,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xd1da,0xd1df,5,code,code:5,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xd886,0xd888,2,code,code:2,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xd993,0xd9ac,25,code,code:25,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xd9db,0xd9f4,25,code,code:25,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xdb0f,0xdb28,25,code,code:25,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xdb32,0xdb58,38,code,code:38,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xdc5d,0xdc64,7,code,code:7,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xdc72,0xdcc0,78,code,code:78,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xddbd,0xddc0,3,code,code:3,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xdedb,0xdeea,15,code,code:15,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xdef2,0xdf08,22,code,code:22,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe017,0xe038,33,code,code:33,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe14e,0xe158,10,code,code:10,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe176,0xe17c,6,code,code:6,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe1a5,0xe1ac,7,code,code:7,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe29d,0xe2a7,10,code,code:10,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe2d5,0xe710,1083,code,code:1083,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe719,0xe720,7,code,code:7,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe72d,0xe734,7,code,code:7,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe741,0xe748,7,code,code:7,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xe755,0xea94,831,code,code:831,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0xea9c,0x10bac,8464,code,code:8464,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x10bb4,0x10bba,6,code,code:6,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x10bc5,0x10c32,109,code,code:109,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x10c3a,0x10c6c,50,code,code:50,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x10c74,0x1ee14,57760,code,code:57760,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x1ee22,0x1ee4e,44,code,code:44,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x1ee56,0x2bda6,53072,code,code:53072,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x2bdaf,0x42661,92338,code,code:92338,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x4266e,0x53cd4,71270,code,code:71270,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x53cdc,0x693a5,87753,code,code:87753,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x693ae,0x6943d,143,code,code:143,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x69445,0x69451,12,code,code:12,,0,
60E0E700_N3YLEE__vs__60E15120_N3J1E,60E0E700_N3YLEE,60E15120_N3J1E,0x69459,0x6958b,306,code,code:306,,0,
