kind,start,end,class,src,motivo
data,56396,56412,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,56428,56450,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,56456,56458,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,317962,317964,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,317972,317974,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,318010,318012,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,321890,321892,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,321958,321960,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,322254,322256,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,322558,322560,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,343850,343852,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385298,385300,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385314,385316,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385322,385324,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385330,385332,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385338,385340,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385362,385364,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385370,385372,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385386,385388,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385394,385396,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385402,385404,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385434,385436,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385442,385444,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385450,385452,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385458,385460,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,385750,385752,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386026,386028,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386184,386190,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386538,386540,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386546,386552,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386758,386760,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386804,386806,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386942,386944,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386954,386956,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,386966,386968,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387014,387016,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387038,387040,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387050,387052,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387062,387064,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387074,387076,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387086,387088,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387098,387100,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387110,387112,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387122,387124,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387158,387160,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387182,387184,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387194,387196,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387206,387208,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387242,387244,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387254,387256,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387302,387304,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387314,387316,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387362,387364,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387374,387376,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387386,387388,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387410,387412,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387422,387424,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387446,387448,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387458,387460,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387470,387472,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387482,387484,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387494,387496,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387518,387520,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387530,387532,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387542,387544,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387566,387568,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387578,387580,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387590,387592,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387602,387604,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387614,387616,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387626,387628,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387638,387640,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387650,387652,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387662,387664,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387674,387676,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387686,387688,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387698,387700,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387710,387712,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387722,387724,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387734,387736,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387746,387748,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387758,387760,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387770,387772,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387782,387784,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387794,387796,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387830,387832,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387842,387844,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387854,387856,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387866,387868,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387878,387880,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387890,387892,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387902,387904,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387914,387916,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387926,387928,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387938,387940,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387950,387952,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387962,387964,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387974,387976,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387986,387988,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,387998,388000,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388010,388012,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388022,388024,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388046,388048,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388058,388060,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388070,388072,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388082,388084,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388094,388096,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388196,388198,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388210,388242,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388258,388260,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388270,388278,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388294,388296,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388318,388326,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388386,388394,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388502,388504,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388526,388528,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388538,388540,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,388716,388718,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
data,526704,526706,literal_pool,"vector/pool data cluster (unref, referenced-by-declaration)"
trap,0x6AF32,0x6AF32,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6B176,0x6B176,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6B1F2,0x6B1F2,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6B24E,0x6B24E,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x6B39A,0x6B39A,,0x0,FFFF filler slot (dispatch/unused handler vector, not missing code)
trap,0x69DDE,0x69DDE,,0x0,branch into declared data table (descriptor/vector pool); source is derived-data region, not missing code
