kind,start,end,class,src,motivo
data,18844,18854,unknown_data,,
data,18860,18870,unknown_data,,
data,18876,18886,unknown_data,,
data,18892,18902,unknown_data,,
data,18908,18918,unknown_data,,
data,18924,18934,unknown_data,,
data,18940,18950,unknown_data,,
data,18956,18966,unknown_data,,
data,18972,18982,unknown_data,,
data,18988,18998,unknown_data,,
data,19004,19014,unknown_data,,
data,19020,19030,unknown_data,,
data,19036,19046,unknown_data,,
data,19052,19062,unknown_data,,
data,19068,19078,unknown_data,,
data,19084,19094,unknown_data,,
data,19100,19110,unknown_data,,
data,19116,19126,unknown_data,,
data,19132,19136,unknown_data,,
data,19138,19146,unknown_data,,
data,19180,19190,unknown_data,,
data,19194,19214,unknown_data,,
data,19216,19230,padding,,0x00xx-pattern run (high byte 0x00)
data,19232,19248,unknown_data,,
data,19250,19254,unknown_data,,
data,19268,19274,unknown_data,,
data,19284,19300,padding,,0x00xx-pattern run (high byte 0x00)
data,20506,20510,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,20914,20918,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,21594,21598,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,21636,21642,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,22250,22254,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,22898,22910,literal_pool,,pcrel refs 5/6 words (mov.wx4+mov.lx1)
data,23182,23190,literal_pool,,pcrel refs 4/4 words (mov.wx4)
data,23196,23206,literal_pool,,pcrel refs 3/5 words (mov.lx3)
data,23212,23246,literal_pool,,pcrel refs 9/17 words (mov.lx9)
data,23514,23522,literal_pool,,pcrel refs 4/4 words (mov.wx4)
data,23596,23600,unknown_data,,
data,23612,23616,unknown_data,,
data,23704,23708,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,23722,23726,unknown_data,,
data,23896,23904,literal_pool,,pcrel refs 4/4 words (mov.wx4)
data,23918,23930,literal_pool,,pcrel refs 5/6 words (mov.wx3+mov.lx2)
data,24230,24238,literal_pool,,pcrel refs 4/4 words (mov.wx4)
data,24250,24258,literal_pool,,pcrel refs 4/4 words (mov.wx4)
data,24266,24270,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,24600,24606,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,24792,24798,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,25138,25142,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,25268,25272,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,25522,25526,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,25536,25542,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,25580,25586,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,25944,25950,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,26388,26394,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,26408,26414,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,26440,26446,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,26738,26742,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,27186,27190,literal_pool,,pcrel refs 2/2 words (mov.wx2+mov.lx1)
data,27726,27730,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,28050,28054,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,28314,28318,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,28618,28622,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,29056,29060,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,29076,29082,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,29324,29330,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,29344,29348,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,29494,29498,padding,,all-zero word filler
data,29598,29602,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,29758,29762,padding,,all-zero word filler
data,29870,29874,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,29934,29938,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,30178,30182,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,30684,30690,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,31526,31530,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,31534,31538,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,31606,31612,literal_pool,,pcrel refs 1/3 words (movax1)
data,32154,32158,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,32410,32414,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,32676,32682,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,32946,32950,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,32990,32994,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,32998,33006,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,33022,33026,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,33206,33210,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,33582,33586,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,33600,33606,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,33914,33918,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,33926,33930,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,33934,33940,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,33950,33954,padding,,all-zero word filler
data,34250,34254,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,34578,34582,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,34592,34598,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,35214,35218,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,35238,35242,padding,,all-zero word filler
data,35244,35250,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,35474,35478,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,35686,35690,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,36026,36030,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,36500,36506,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,36530,36538,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,36786,36790,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,37118,37122,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,37128,37134,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,37136,37150,literal_pool,,pcrel refs 4/7 words (mov.lx4)
data,37152,37158,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,37184,37190,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,37440,37446,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,37454,37462,literal_pool,,pcrel refs 3/4 words (movax2+mov.wx1)
data,37466,37474,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,37650,37654,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,37656,37662,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,37956,37962,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,37970,37974,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,37998,38006,literal_pool,,pcrel refs 2/4 words (mov.lx2)
data,38176,38182,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,38474,38478,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,38782,38786,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,38788,38794,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,38996,39002,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,39310,39314,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,40442,40446,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,40990,40994,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,41212,41218,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,41220,41226,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,41910,41914,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,42338,42346,literal_pool,,pcrel refs 4/4 words (mov.wx3+mov.lx1)
data,42842,42846,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,42850,42854,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,43192,43198,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,43476,43482,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,43618,43622,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,43680,43686,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,43936,43946,literal_pool,,pcrel refs 3/5 words (mov.lx2+mov.wx1)
data,43964,43970,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,43978,43982,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,44270,44274,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,44642,44646,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,44670,44674,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,44732,44742,literal_pool,,pcrel refs 3/5 words (mov.lx3)
data,44802,44806,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,45514,45518,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,45542,45546,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,46410,46414,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,46434,46438,padding,,all-zero word filler
data,46742,46746,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,47092,47096,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,47118,47122,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,47124,47130,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,47136,47142,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,47510,47514,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,47740,47746,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,47748,47754,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,48030,48034,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,48372,48376,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,48416,48422,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,48738,48742,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,48748,48754,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,48756,48762,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,48976,48982,literal_pool,,pcrel refs 3/3 words (mov.wx2+mov.lx1)
data,48996,49002,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,49300,49304,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,49306,49310,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,49316,49320,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,49634,49638,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,49640,49646,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,49652,49660,literal_pool,,pcrel refs 2/4 words (mov.lx2)
data,49848,49854,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,50050,50054,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,50096,50102,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,50112,50118,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,50354,50358,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,51382,51386,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,51418,51422,padding,,all-zero word filler
data,51438,51442,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,51844,51850,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,51858,51862,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,51868,51874,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,52138,52142,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,52200,52204,literal_pool,,pcrel refs 1/2 words (movax1)
data,52206,52212,literal_pool,,pcrel refs 1/3 words (movax1)
data,52322,52326,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,52642,52646,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,52660,52670,literal_pool,,pcrel refs 3/5 words (mov.lx3)
data,52970,52974,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,53308,53314,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,53650,53654,padding,,all-zero word filler
data,53690,53694,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,53922,53926,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,54222,54226,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,54342,54346,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,54362,54366,padding,,all-zero word filler
data,54414,54418,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,54612,54616,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,54622,54626,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,54628,54634,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,54640,54646,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,55474,55478,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,55488,55494,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,55500,55506,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,55734,55738,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,55784,55790,unknown_data,,
data,55794,55798,unknown_data,,
data,55812,55842,unknown_data,,
data,55894,55898,padding,,all-0xFFFF filler
data,55900,55904,padding,,all-0xFFFF filler
data,55906,55910,padding,,all-0xFFFF filler
data,55912,55918,padding,,all-0xFFFF filler
data,55924,55930,unknown_data,,
data,55938,55942,unknown_data,,
data,55948,55954,unknown_data,,
data,55962,55966,unknown_data,,
data,55974,55978,unknown_data,,
data,55984,55990,unknown_data,,
data,56008,56014,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,56032,56038,unknown_data,,
data,56056,56062,unknown_data,,
data,56080,56086,unknown_data,,
data,56094,56098,unknown_data,,
data,56210,56214,unknown_data,,
data,56224,56230,literal_pool,,pcrel refs 1/3 words (mov.wx1)
data,56234,56244,unknown_data,,
data,56260,56268,padding,,0x00xx-pattern run (high byte 0x00)
data,56272,56278,unknown_data,,
data,56280,56290,padding,,0x00xx-pattern run (high byte 0x00)
data,56292,56298,padding,,0x00xx-pattern run (high byte 0x00)
data,56302,56306,unknown_data,,
data,56310,56314,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,56318,56322,padding,,all-zero word filler
data,56324,56330,unknown_data,,
data,56334,56338,padding,,all-zero word filler
data,56342,56346,padding,,all-zero word filler
data,56348,56354,padding,,all-zero word filler
data,56358,56362,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,56366,56370,unknown_data,,
data,56372,56378,unknown_data,,
data,56380,56386,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,56396,56412,unknown_data,,
data,56422,56426,padding,,all-zero word filler
data,56428,56434,unknown_data,,
data,56436,56442,unknown_data,,
data,56444,56450,unknown_data,,
data,57438,57442,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
