kind,start,end,class,src,motivo
data,152794,152798,padding,,all-zero word filler
data,153998,154002,padding,,all-zero word filler
data,154298,154302,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,154818,154822,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,155114,155118,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,155128,155132,literal_pool,,pcrel refs 1/2 words (movax1)
data,155612,155618,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,155624,155630,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,155680,155686,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,155850,155854,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,155858,155862,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,155868,155874,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,156122,156126,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,156482,156486,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,156504,156510,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,156512,156518,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,156750,156754,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,156760,156764,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,157104,157108,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,157136,157142,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,157148,157154,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,157158,157162,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,157464,157468,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,157714,157718,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,158000,158006,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,158300,158304,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,158872,158880,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,159630,159634,padding,,all-zero word filler
data,159902,159906,padding,,all-zero word filler
data,160306,160312,literal_pool,,pcrel refs 1/3 words (movax1)
data,160580,160586,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,161168,161172,literal_pool,,pcrel refs 1/2 words (movax1)
data,161204,161208,literal_pool,,pcrel refs 1/2 words (movax1)
data,161546,161550,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,161662,161666,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,161670,161674,padding,,all-zero word filler
data,162286,162290,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,162604,162610,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,163370,163374,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,163380,163386,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,163684,163694,literal_pool,,pcrel refs 5/5 words (mov.wx5)
data,163946,163950,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,163992,163996,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,164282,164286,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,164292,164298,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,164566,164570,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,165316,165320,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,165636,165642,literal_pool,,pcrel refs 3/3 words (mov.wx2+mov.lx1)
data,165904,165910,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,166174,166178,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,166468,166472,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,166474,166478,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,166698,166706,literal_pool,,pcrel refs 4/4 words (mov.wx4)
data,167026,167030,padding,,all-zero word filler
data,167324,167328,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,168092,168096,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,168112,168118,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,168456,168460,literal_pool,,pcrel refs 1/2 words (movax1)
data,168986,168992,literal_pool,,pcrel refs 1/3 words (movax1)
data,170444,170450,literal_pool,,pcrel refs 2/3 words (mov.lx2+mov.wx1)
data,170922,170930,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,171220,171224,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,171502,171506,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,171530,171536,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,171538,171542,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,171550,171554,padding,,all-zero word filler
data,172264,172268,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,172270,172274,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,172558,172562,padding,,all-zero word filler
data,173142,173146,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,173426,173432,literal_pool,,pcrel refs 1/3 words (movax1)
data,173434,173438,padding,,all-zero word filler
data,173780,173786,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,174090,174098,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,174112,174116,literal_pool,,pcrel refs 1/2 words (movax1)
data,174432,174438,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,175346,175350,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,175392,175400,literal_pool,,pcrel refs 2/4 words (movax2)
data,175410,175414,padding,,all-zero word filler
data,175420,175424,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,175680,175684,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,175690,175694,literal_pool,,pcrel refs 1/2 words (movax1)
data,175704,175708,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,175962,175966,literal_pool,,pcrel refs 1/2 words (movax1)
data,175990,175994,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,177174,177178,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,177180,177184,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,177428,177434,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,178462,178466,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,178892,178896,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,179430,179434,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,180026,180032,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,180034,180038,padding,,all-zero word filler
data,180344,180350,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,180688,180694,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,180892,180896,literal_pool,,pcrel refs 1/2 words (movax1)
data,180898,180902,padding,,all-zero word filler
data,181244,181250,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,181562,181566,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,181610,181614,padding,,all-zero word filler
data,182114,182118,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,182422,182426,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,183408,183412,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,183670,183674,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,183678,183682,padding,,all-zero word filler
data,185286,185290,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,185564,185568,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,186694,186698,padding,,all-zero word filler
data,187400,187406,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,187704,187708,literal_pool,,pcrel refs 1/2 words (movax1)
data,187818,187822,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,187824,187830,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,188098,188102,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,188498,188502,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,188778,188782,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,189864,189868,literal_pool,,pcrel refs 1/2 words (movax1)
data,189870,189882,jump_table,,32-bit absolute x3 (pairing+0
data,190462,190466,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,191000,191004,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,191290,191294,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,191608,191612,literal_pool,,pcrel refs 1/2 words (movax1)
data,191614,191626,jump_table,,32-bit absolute x3 (pairing+0
data,192162,192166,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,192628,192632,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,193546,193550,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,194324,194330,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,194332,194338,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,195054,195058,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,196482,196486,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,196508,196512,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,196822,196826,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,196828,196834,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,197414,197422,literal_pool,,pcrel refs 2/4 words (mov.lx2)
data,197858,197862,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,198422,198426,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,198594,198598,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,198600,198606,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,198738,198742,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,199258,199262,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,199520,199526,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,200346,200352,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,200498,200502,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,200798,200802,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,201130,201134,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,201138,201144,literal_pool,,pcrel refs 1/3 words (movax1)
data,201726,201730,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,201750,201754,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,202058,202062,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,202402,202406,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,202430,202434,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,202634,202638,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,202666,202670,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203046,203050,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,203068,203072,literal_pool,,pcrel refs 1/2 words (movax1)
data,203078,203082,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203086,203090,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203098,203102,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203106,203110,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203114,203118,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203122,203126,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203386,203390,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,203422,203426,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203442,203446,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203718,203722,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,203974,203978,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,204202,204206,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,204490,204494,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,204514,204518,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,204530,204534,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,204774,204778,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,204786,204790,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,205106,205110,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,205910,205916,literal_pool,,pcrel refs 1/3 words (movax1)
data,205936,205942,literal_pool,,pcrel refs 2/3 words (movax2)
data,205968,205974,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,206250,206254,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,206256,206262,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,206674,206678,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,207178,207182,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,207184,207190,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,207210,207214,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,207226,207230,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,207422,207426,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,207442,207446,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,207502,207510,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,207822,207826,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,207834,207838,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,207846,207850,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,207854,207858,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,208052,208058,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,208082,208086,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,208342,208346,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,208366,208370,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,208382,208386,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,208690,208694,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,208746,208750,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,209266,209270,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,209292,209298,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,209842,209846,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,210142,210146,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,211474,211478,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,211786,211790,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,212892,212896,literal_pool,,pcrel refs 1/2 words (movax1)
data,213136,213142,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,213452,213456,literal_pool,,pcrel refs 1/2 words (movax1)
data,213484,213488,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,213788,213792,literal_pool,,pcrel refs 2/2 words (movax1+mov.wx1)
data,213812,213818,literal_pool,,pcrel refs 3/3 words (mov.lx2+mov.wx1)
data,214330,214334,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,214964,214970,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,215266,215270,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,215284,215288,literal_pool,,pcrel refs 1/2 words (movax1)
data,215792,215798,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,216322,216326,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,216360,216366,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,217606,217610,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,217938,217942,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,217966,217970,padding,,all-zero word filler
data,218454,218458,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,219050,219054,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,219290,219294,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,219614,219618,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,219682,219686,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,219976,219980,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,219992,219998,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,220230,220236,literal_pool,,pcrel refs 2/3 words (mov.wx2)
data,220248,220254,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,220626,220632,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,220664,220668,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,220672,220678,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,221226,221230,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,221236,221242,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,221500,221506,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,222040,222046,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,222048,222052,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,222058,222062,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,222316,222322,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,222330,222338,literal_pool,,pcrel refs 2/4 words (mov.lx2)
data,222596,222602,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,222604,222610,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,222868,222874,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,222876,222882,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,222884,222890,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,222892,222898,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,223550,223554,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,223802,223806,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,223962,223966,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,223984,223988,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,224230,224234,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,224236,224240,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,224248,224254,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,224260,224264,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,224750,224754,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,225494,225498,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,226032,226038,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,226592,226598,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,226616,226620,literal_pool,,pcrel refs 1/2 words (movax1)
data,226858,226862,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,227158,227166,literal_pool,,pcrel refs 3/4 words (mov.wx2+mov.lx1)
data,227196,227202,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,227428,227434,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,227674,227678,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,227978,227982,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,228274,228278,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,228314,228318,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,228848,228852,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,229338,229342,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,229666,229670,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,229984,229990,literal_pool,,pcrel refs 3/3 words (mov.wx3)
data,230276,230280,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,230832,230838,literal_pool,,pcrel refs 3/3 words (mov.wx2+mov.lx1)
data,231136,231142,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,231944,231948,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,231958,231962,padding,,all-zero word filler
data,232198,232202,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,232208,232212,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,232214,232218,padding,,all-zero word filler
data,232220,232224,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,232498,232502,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,233014,233018,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,233044,233050,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,233064,233070,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,233088,233094,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,233104,233108,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,233282,233286,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,233292,233298,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,233962,233966,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,233988,233994,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,234208,234214,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,234302,234306,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,234374,234378,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,235442,235446,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,235476,235480,literal_pool,,pcrel refs 1/2 words (movax1)
data,236350,236354,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,237554,237558,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,238070,238074,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,238110,238114,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,239454,239458,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,241746,241750,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,242382,242386,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,242590,242594,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,242596,242602,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,242904,242908,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,245262,245266,literal_pool,,pcrel refs 2/2 words (mov.wx1+mov.lx1)
data,245794,245798,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,246120,246124,literal_pool,,pcrel refs 1/2 words (movax1)
data,246132,246138,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,248050,248056,literal_pool,,pcrel refs 3/3 words (mov.wx3)
data,248084,248088,literal_pool,,pcrel refs 1/2 words (movax1)
data,248342,248348,literal_pool,,pcrel refs 3/3 words (mov.wx3)
data,248368,248372,literal_pool,,pcrel refs 1/2 words (movax1)
data,249526,249530,literal_pool,,pcrel refs 2/2 words (mov.wx2+mov.lx1)
data,249552,249556,literal_pool,,pcrel refs 1/2 words (movax1)
data,253870,253876,literal_pool,,pcrel refs 1/3 words (movax1)
data,254426,254430,padding,,all-zero word filler
data,254688,254692,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,255042,255046,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,257018,257022,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,258416,258420,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,258460,258466,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,258828,258832,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,258872,258878,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,259054,259060,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,259332,259338,literal_pool,,pcrel refs 3/3 words (mov.wx2+mov.lx1)
data,260238,260242,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,261248,261254,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,261570,261574,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,262538,262542,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,263240,263244,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,263248,263252,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,263644,263648,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,263656,263660,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,264096,264100,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,264108,264114,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,264398,264404,literal_pool,,pcrel refs 1/3 words (mov.lx1)
data,264412,264418,literal_pool,,pcrel refs 2/3 words (mov.lx2+movax1)
data,264726,264730,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,265576,265580,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,266110,266114,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,266120,266126,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,266490,266494,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,266520,266526,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,267112,267118,literal_pool,,pcrel refs 2/3 words (mov.lx2)
data,267690,267694,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,268254,268258,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,268818,268822,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,269382,269386,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,269634,269638,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,270326,270330,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,271058,271062,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,273150,273154,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,273848,273852,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,274016,274020,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,274524,274528,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,275086,275090,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,275132,275136,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,275742,275746,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,276658,276662,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,276958,276962,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,278232,278238,literal_pool,,pcrel refs 2/3 words (movax2)
data,279228,279234,literal_pool,,pcrel refs 2/3 words (movax1+mov.lx1)
data,279246,279250,padding,,all-zero word filler
data,279254,279260,literal_pool,,pcrel refs 1/3 words (movax1)
data,279554,279558,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,279570,279574,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,279638,279646,jump_table,,32-bit absolute x2 (pairing+0
data,279824,279832,literal_pool,,pcrel refs 2/4 words (movax2)
data,279846,279854,literal_pool,,pcrel refs 2/4 words (movax1+mov.lx1)
data,280600,280604,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,281614,281618,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,281798,281802,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,281806,281810,padding,,all-zero word filler
data,283274,283278,padding,,all-zero word filler
data,283320,283324,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,283974,283978,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,283994,283998,padding,,all-zero word filler
data,284392,284398,literal_pool,,pcrel refs 2/3 words (mov.wx1+mov.lx1)
data,284472,284476,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,284758,284762,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,285282,285286,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,286808,286812,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,286914,286918,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,287764,287768,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,288322,288328,literal_pool,,pcrel refs 3/3 words (mov.wx3)
data,288918,288924,literal_pool,,pcrel refs 3/3 words (mov.wx3)
data,289498,289502,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,289510,289514,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,289948,289954,literal_pool,,pcrel refs 3/3 words (mov.wx3)
data,290168,290172,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,290174,290178,padding,,all-0xFFFF filler (stray pcrel ref x1)
data,290342,290346,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,290640,290644,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,290888,290892,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,292170,292174,literal_pool,,pcrel refs 2/2 words (mov.wx2)
data,292600,292604,literal_pool,,pcrel refs 1/2 words (mov.wx1)
data,292876,292882,literal_pool,,pcrel refs 3/3 words (mov.wx3)
data,292884,292888,literal_pool,,pcrel refs 1/2 words (mov.lx1)
data,293184,293190,literal_pool,,pcrel refs 3/3 words (mov.wx3)
