addr,name,source
0x0302B8,calcRelativePressure,ghidra-hand
0x0302D6,getInjctorManifoldVacuumCompensationMult,ghidra-hand
0x0302F4,getBaroPressureMult,ghidra-hand
0x030344,injectorPulseTimeArbitrate_crankAddTimer,ghidra-hand
0x030414,getFuelInectorLatencyCals,ghidra-hand
0x0304CC,getInjectorOnTimeCompensations,ghidra-hand
0x030570,setInjectorStuffPrevLoop?,ghidra-hand
0x0306B4,calcInjectorCrankingTime??,ghidra-hand
0x030700,getCrankingInjectorPulseTime,ghidra-hand
0x030728,getDiagnosticFuelPulseCranking?,ghidra-hand
0x03083C,throttleDownDeFloodCheck?,ghidra-hand
0x03089A,setStartupInjectorPwMult,ghidra-hand
0x030904,handleDiagInjectorPulseSomething?,ghidra-hand
0x030B14,diagCrankingInjectorPulseAdder?,ghidra-hand
0x030B84,calcFuelVolumeRequest,ghidra-hand
0x030C7C,getClosedLoopTarget?,ghidra-hand
0x030DE4,calculateFuelAmountPerRotationMinMax,ghidra-hand
0x030FA4,calcFuelRequestConditons,ghidra-hand
0x0313F0,calcInjectorOnTime,ghidra-hand
0x0317E4,secondaryAirRelated??,ghidra-hand
0x031978,massive_fpu_control_calc_31978,ghidra-hand
0x031ACC,calculateSecondaryAirPumpEnirchment,ghidra-hand
0x031BA0,turnOnSecondaryAir??,ghidra-hand
0x031BF2,calculateSecondaryAirOnTime,ghidra-hand
0x031C50,secondaryAirRelated,ghidra-hand
0x031DCA,getEngineOffTimer,ghidra-hand
0x031DF2,getSecondaryAirOnTimer,ghidra-hand
0x032094,setAPVDC?,ghidra-hand
0x0320C8,apvControl?,ghidra-hand
0x032114,calcAPVControl,ghidra-hand
0x032376,apvPositionVoltageCounter,ghidra-hand
0x0323B2,calcAPVCounter,ghidra-hand
0x0323DA,getAPVConditions?,ghidra-hand
0x03256E,filterVehicleSpeed,ghidra-hand
0x0325AC,cruiseControllAccelResCheck??,ghidra-hand
0x032750,cruiseControlACCELRESAllowed?,ghidra-hand
0x0327CE,debounceCruiseControlSET,ghidra-hand
0x032820,debounceCruiseControlACCELRES,ghidra-hand
0x0328D4,cruiseControlSetRealted,ghidra-hand
0x032ABC,calculateCruiseControlSpeedTarget,ghidra-hand
0x032DE2,can630TX_getAndPack,ghidra-hand
0x032E3E,packCANTX630,ghidra-hand
0x032ED6,can620TX_getAndPack,ghidra-hand
0x032F08,can620Pack,ghidra-hand
0x032F8A,speedLimiterSetLimitType??,ghidra-hand
0x033040,CAN430RX_Main,ghidra-hand
0x03306A,can430rx_unpack,ghidra-hand
0x033124,fpu_threshold_condition_check_33124,ghidra-hand
0x033200,coolantTempSubtractorsForCatModel,ghidra-hand
0x033264,getCrankEnrichment?,ghidra-hand
0x033366,speedLimitRelated??,ghidra-hand
0x0333C6,applySpeedLimiter???,ghidra-hand
0x033460,somethingPIController???,ghidra-hand
0x0336A4,idleControlRealted??,ghidra-hand
0x03390C,cruiseControlInit,ghidra-hand
0x03395A,knockMultiplierInit,ghidra-hand
0x033982,knockInit,ghidra-hand
0x033992,knockConditonalInit,ghidra-hand
0x033A18,knockTimingRelated,ghidra-hand
0x033CB2,detectKnockCondition??,ghidra-hand
0x033DA4,throttlePedalParameters,ghidra-hand
0x033F20,detectDriverIntentKnockControl?,ghidra-hand
0x033FA4,calculateKnockConditionA,ghidra-hand
0x0341D0,resetCounter,ghidra-hand
0x0341DA,setEngineLoadInitalVal,ghidra-hand
0x0341E4,airPerStroke,ghidra-hand
0x0341F4,calculateEngineLoadMax,ghidra-hand
0x034228,getMaxLoadCompensations,ghidra-hand
0x03424A,calculateEngineLoad,ghidra-hand
0x0345C4,getThrottlePositionFault??,ghidra-hand
0x0345F0,getTotalLoadDeltaEnrich??,ghidra-hand
0x03477C,getRotor1LoadDeltaEnrich??,ghidra-hand
0x03484E,getRotor2LoadDeltaEnrich??,ghidra-hand
0x0348CC,getEngineStartupEnrichValue,ghidra-hand
0x0348EE,derateEngineStartupEnrich,ghidra-hand
0x034964,fuelingStartupMultiplierStuff,ghidra-hand
0x0349D8,resetStartupEnrich??,ghidra-hand
0x034A30,setEngineLoadsPrevLoop,ghidra-hand
0x034A84,calcEngineLoadChange,ghidra-hand
0x034F64,VDIControl,ghidra-hand
0x035004,VDIControl,ghidra-hand
0x03500A,vdiControl,ghidra-hand
0x035030,vfadControl,ghidra-hand
0x035036,vfadControl,ghidra-hand
0x03505C,vfadControl,ghidra-hand
0x035104,ImmoSomethingOrOther??,ghidra-hand
0x035194,immoRelatedMaybe??,ghidra-hand
0x035202,ImmoMain,ghidra-hand
0x03537C,ImmoIdleFcn,ghidra-hand
0x035432,ImmoWaitForKey,ghidra-hand
0x035588,ImmoKeyRXd,ghidra-hand
0x035662,ImmoCalculateSeedResult,ghidra-hand
0x035782,ImmoStateGoodFunc,ghidra-hand
0x0358CE,ImmoStateInvalidKey,ghidra-hand
0x035978,ImmoStateReadyToDriveEngineOff,ghidra-hand
0x0359E4,ImmoGoodStateSet?,ghidra-hand
0x035A58,ImmoBadStateSet?,ghidra-hand
0x035A76,immo_related??,ghidra-hand
0x035AEE,ImmoGetSeed,ghidra-hand
0x035BFC,calculateImmoSeed,ghidra-hand
0x035D10,ImmoGetCANData,ghidra-hand
0x035E58,setImmoCANTXData,ghidra-hand
0x035F9C,Immo_Keygen_related_ADC,ghidra-hand
0x036076,loadDatafromE2intoRAM?,ghidra-hand
0x0360BC,getDataFromE2RAM,ghidra-hand
0x0361AC,updateE2RAMBasedOnInput,ghidra-hand
0x036456,writeToE2RAMAreaTHUNK_INDEX_ADDR_LEN,ghidra-hand
0x0365C0,ImmoUpdateRelated,ghidra-hand
0x036684,checkImmoStatus?,ghidra-hand
0x037028,afterImmoMain,ghidra-hand
0x0371EC,afterImmo_1,ghidra-hand
0x03735C,afterImmo_2,ghidra-hand
0x0373FE,ModeB1UDSFunc,ghidra-hand
0x0374CE,afterImmo_6,ghidra-hand
0x0375F4,afterImmo_3,ghidra-hand
0x03775C,afterImmo_4,ghidra-hand
0x037854,afterImmo_5,ghidra-hand
0x0379AC,afterImmo_7,ghidra-hand
0x037BDE,afterImmo_8,ghidra-hand
0x037C88,setImmoFault?,ghidra-hand
0x0383F8,E2IntoRAM?,ghidra-hand
0x0385C4,writeToE2RAMArea_INDEX_ADDR_LEN,ghidra-hand
0x038610,getFromE2_E2ADDR_RAMADDR_LEN,ghidra-hand
0x0387E8,can41TXPack,ghidra-hand
0x03883C,CAN47RX_Main,ghidra-hand
0x038870,can47RXunpack,ghidra-hand
0x038E70,FUNC_valueInits_MAYBE?,ghidra-hand
0x03905A,dealsWithFuelCutSetting,ghidra-hand
0x039210,setupFuelingVariables,ghidra-hand
0x039270,evapRelated,ghidra-hand
0x0393DE,calculateKnockSensorStatus,ghidra-hand
0x0394FC,faultDetermination?,ghidra-hand
0x039938,faultRelated??,ghidra-hand
0x03A384,MPUCall?,ghidra-hand
0x03A8F2,setupLambdaForCatTempModel,ghidra-hand
0x03BC1C,setFuelingRequestPointer,ghidra-hand
0x03BD3A,fuelLevelRelated,ghidra-hand
0x03C992,adcVoltageOutOfRangeCheck?,ghidra-hand
0x03CE22,checkTimers,ghidra-hand
0x03E0AC,floatDivideDiv0errCheck_SIG_DIVISOR,ghidra-hand
0x03E0DC,readValue_8bit_ADDRESS_VAL,ghidra-hand
0x03E11C,readValue_16bit_ADDRESS_VAL,ghidra-hand
0x03E15C,readValue_32bit_ADDRESS_VAL,ghidra-hand
0x03E1AA,readValue_float_DEFAULTVAL_ADDRESS,ghidra-hand
0x03E1F8,updateMemoryAtAddress_8bit_ADDR_VAL,ghidra-hand
0x03E208,updateMemoryAtAddress_16bit_ADDR_VAL,ghidra-hand
0x03E218,updateMemoryAtAddress_32bit_ADDR_VAL,ghidra-hand
0x03E258,updateMemoryAtAddress_float_VAL_ADDR,ghidra-hand
0x03E29E,validateAddressCopy_8bit_ADDRESS??,ghidra-hand
0x03E2DA,validateAddressCopy_16bit_ADDRESS??,ghidra-hand
0x03E330,validateAddressCopy_32bit_ADDRESS??,ghidra-hand
0x03E38A,validateAddressCopy_float_ADDRESS??,ghidra-hand
0x03E3F0,setMemInsideFUNCto1,ghidra-hand
0x03E5A8,SetMemoryNotValid2??,ghidra-hand
0x03E93A,catTempRelated?,ghidra-hand
0x03EABA,coolantTempModelBooleans,ghidra-hand
0x03EAFC,calcEstimatedCatTemp,ghidra-hand
0x03ED02,getCatTempConditional,ghidra-hand
0x03ED2A,getCatTempConditional2,ghidra-hand
0x03ED52,catTempShit,ghidra-hand
0x03EE12,getCatTempInRange,ghidra-hand
0x03F0D6,catTempRelated,ghidra-hand
0x03F158,pcmBoardTempADCtoVolts,ghidra-hand
0x041198,conditionalFuelingFaultSomething,ghidra-hand
0x041A40,lambdaRelated,ghidra-hand
0x042230,calculateThrottlePercentDuringLift,ghidra-hand
0x042296,calculateDriverConditions,ghidra-hand
0x042330,liftoffRelated??,ghidra-hand
0x04244C,throttleLiftCountersandConditions,ghidra-hand
0x0424AC,vehicleSpeedRelatedSOmething,ghidra-hand
0x0425A2,throttleLiftoffRelated,ghidra-hand
0x0426C2,setLoadandRPM,ghidra-hand
0x04272A,engineLoad2ndOrderLowPass,ghidra-hand
0x042934,calculatedEngineAccelerationFiltered,ghidra-hand
0x0429BC,getEngineSpeedRateOfChange,ghidra-hand
0x0429EE,filterEngineSpeedRateOfChange,ghidra-hand
0x042B7C,relatedToFuelCut?,ghidra-hand
0x042BF6,calc_decel_fuel_cut_445AA,ghidra-hand
0x042F2C,getThrottleLessThanLookupTimer,ghidra-hand
0x042F56,liftConditionSRLatch,ghidra-hand
0x04305E,can216DataPlausibilityCheck,ghidra-hand
0x0430A4,getCoolantTempBool,ghidra-hand
0x04315C,throttleLiftInitStuff,ghidra-hand
0x043168,calculateCrankingTimingLeading,ghidra-hand
0x0431E6,calculateCrankingTimingTrailing,ghidra-hand
0x0432B0,apvVoltageRange,ghidra-hand
0x0432BA,getAPVPosVoltage,ghidra-hand
0x0432D2,getApvVoltageRange,ghidra-hand
0x0444C4,obdFaultRelated?,ghidra-hand
0x04615C,calculateFuelCutLoadBased?,ghidra-hand
0x046406,fuelCutSomethingSomething,ghidra-hand
0x046492,updateFuelCutPerRotorCalType,ghidra-hand
0x046518,resetFuelCutReq,ghidra-hand
0x04653E,setPerRotorLevel1FuelCut,ghidra-hand
0x0468A4,setThrottleStatus,ghidra-hand
0x046D64,getThrottleStatusBooleans,ghidra-hand
0x04772C,updateMemPtr??,ghidra-hand
0x04819A,calcSpeedBasedIATCompensation??,ghidra-hand
0x048264,calcSpeedBasedIATCompensation??,ghidra-hand
0x0483C0,getSpeedLimitCal,ghidra-hand
0x048B5E,sourceOf10kReset?,ghidra-hand
0x048F68,getknockSensorFaultStatus,ghidra-hand
0x049040,updateKnockSensorFaultMemory,ghidra-hand
0x0498E0,fuelCutVariableInit,ghidra-hand
0x049920,fuelCutRelated_Something?,ghidra-hand
0x04997C,fuelCutTimerAfterReset,ghidra-hand
0x049A8E,resetFuelCutCondition7,ghidra-hand
0x049CB6,initFuelCutStuff,ghidra-hand
0x049CEC,initFuelCutStuff2,ghidra-hand
0x049ED0,initStuff,ghidra-hand
0x049EE2,arbitratePlausibilityResumeEnrich,ghidra-hand
0x04A0D8,getPlausibilityFuelCutFuelResumeEnrichment,ghidra-hand
0x04A27C,unknownEnrichmentInit,ghidra-hand
0x04A284,enrichmentUnknownConditionCheck,ghidra-hand
0x04A6EC,vehicleDistanceCalc?,ghidra-hand
0x04A820,vehicleSPeed_E2_something,ghidra-hand
0x04AE38,calcDiagFuelInjectorTrim,ghidra-hand
0x04AEFC,setRX4B1Timer,ghidra-hand
0x04AF00,CAN4B1RX_Main,ghidra-hand
0x04AF26,can4B1RXUnpack,ghidra-hand
0x04AF5A,setRX4B1Timer,ghidra-hand
0x04AF64,canRX4B1Timer,ghidra-hand
0x04AFCE,can240TX_getAndPack,ghidra-hand
0x04AFFC,can240TX_pack,ghidra-hand
0x04B036,getOBDCANTXVars1,ghidra-hand
0x04B0CA,can250TX_getAndPack,ghidra-hand
0x04B0F0,resetCAN250Timer,ghidra-hand
0x04B0F8,can250TX_pack,ghidra-hand
0x04B134,getOBDCANTXVars2,ghidra-hand
0x04B20E,counterReset,ghidra-hand
0x04B3A6,updatedSUBSYSTEMFaults,ghidra-hand
0x04B568,updateCounters,ghidra-hand
0x04B77E,apvFaultRealted?,ghidra-hand
0x04B89C,calculateIgnitionDwellAdder,ghidra-hand
0x04CAB0,counterBooleanLookup,ghidra-hand
0x04CBCA,driveCycleDetermination??,ghidra-hand
0x04D004,interestingFunc1,ghidra-hand
0x04D0D0,filterEvapSomething?,ghidra-hand
0x04D3DA,filterECMVotlage,ghidra-hand
0x04D44C,getBatteryVoltage,ghidra-hand
0x04D53C,initLTFTStuff?,ghidra-hand
0x04DAB8,fuelLevelSomething,ghidra-hand
0x05131E,IATTimerOperation??,ghidra-hand
0x0524C0,getTireSizeChecksumthing?,ghidra-hand
0x05266C,updateSUBSYSTEMSomethingFault,ghidra-hand
0x052698,setAlternatorFault,ghidra-hand
0x0528C4,set_CAN_fault???,ghidra-hand
0x0528DA,updateCANFaults,ghidra-hand
0x0529AE,updateRAM??,ghidra-hand
0x052A12,udsResponseRelated??,ghidra-hand
0x052A5A,udsErrorResponse,ghidra-hand
0x052E10,OBDHandlerMAYBE??,ghidra-hand
0x052E7C,OBDHandlerMAYBE??,ghidra-hand
0x052EBE,caseD_0,ghidra-hand
0x052F28,caseD_1,ghidra-hand
0x0534B2,getOLStatusforOBD???,ghidra-hand
0x05352C,OBDStub,ghidra-hand
0x053530,getEngineLoadforOBD???,ghidra-hand
0x053590,getCoolantTempforOBD??,ghidra-hand
0x0535A6,getSTFTforOBD??,ghidra-hand
0x0535CC,getLTFTforOBD???,ghidra-hand
0x0535EA,getRPMforOBD??,ghidra-hand
0x053600,getVehicleSpeedForOBD??,ghidra-hand
0x053614,getIgnLeadingOBD,ghidra-hand
0x053678,getIATOBD,ghidra-hand
0x05368E,getMAFOBD??,ghidra-hand
0x0536B6,getThrottlePlatePosForOBD??,ghidra-hand
0x0536E2,getSecondaryAirPumpRequestForMode22,ghidra-hand
0x0536FE,convertRearO2VoltageForMode22,ghidra-hand
0x053724,getRearO2FuelTrimForOBD,ghidra-hand
0x0537E8,getEvapPurgeMode22,ghidra-hand
0x053826,getDistanceSinceMILClearedForMode22,ghidra-hand
0x053844,getBaroForOBD,ghidra-hand
0x053862,getBaroCompensatedLambda_fp,ghidra-hand
0x053878,getFrontO2Voltage_fp,ghidra-hand
0x053890,getCatTempOBD,ghidra-hand
0x053A24,getECMVoltageOBD,ghidra-hand
0x053A3A,getMode22EngineLoad,ghidra-hand
0x053A62,getCommandedLamdaOBD??,ghidra-hand
0x053A78,getMode22ThrottlePos,ghidra-hand
0x053A9E,getMode22IAT,ghidra-hand
0x053BC8,ClearFaults?,ghidra-hand
0x053D98,OBDModeFunc_Unsure,ghidra-hand
0x053E34,getCalID,ghidra-hand
0x053FA4,calculateDiagSessionConditional,ghidra-hand
0x053FCC,runSubfunction??,ghidra-hand
0x05405E,calculateDiagModeTimer,ghidra-hand
0x0540FE,getDiagSessionSubFunction,ghidra-hand
0x054146,checkSubFunctionCurrentlyRunning??,ghidra-hand
0x0541C6,readDiagMod??,ghidra-hand
0x0541F0,securityNotUnlocked,ghidra-hand
0x0543BA,SeedKeyRelated,ghidra-hand
0x0545BA,checkDeviceControlConditional,ghidra-hand
0x05463C,getSubFunctionMapping,ghidra-hand
0x054904,UDSServiceB1Function,ghidra-hand
0x054A66,runImmoRelatedCounter,ghidra-hand
0x054B04,UDSService22Function,ghidra-hand
0x054B72,mode22Hanlder,ghidra-hand
0x054BD2,UDSServiceSomething,ghidra-hand
0x054C12,getMonitorStatusMode22,ghidra-hand
0x054CE6,Mode22GetRPM,ghidra-hand
0x054D96,getRearO2FuelTrimMode22,ghidra-hand
0x055084,getIgnitionTrailingMode22,ghidra-hand
0x0551F2,getDesiredIdleRPMMode22,ghidra-hand
0x0552B6,getThrottlePlatePositionVoltageMode22,ghidra-hand
0x0552F8,getMAFVoltageMode22,ghidra-hand
0x055334,getInjectorOnTimeMode22,ghidra-hand
0x0553D6,Mode22PIDAlternatorDC,ghidra-hand
0x055412,getTireSizeMode22,ghidra-hand
0x05543E,getKnockRetardMode22,ghidra-hand
0x0554C4,getApvPosVoltage,ghidra-hand
0x0556E4,getApvPosMode22,ghidra-hand
0x055C14,getMode22PID,ghidra-hand
0x055D24,UDSPositiveResponse_16bit,ghidra-hand
0x055E68,memory_match_accumulate_583E4,ghidra-hand
0x055ECC,intToUDS_SERVICE_DATA,ghidra-hand
0x055EEE,byteToUDS_SERVICE_DATA,ghidra-hand
0x055F34,UDSService27Function,ghidra-hand
0x05615C,UDSMode10Func,ghidra-hand
0x0561FC,udsResponseSOmething,ghidra-hand
0x056220,parseSubFunction,ghidra-hand
0x057996,udsCheckMode31Conditions,ghidra-hand
0x058060,calcBatteryRelatedFaults??,ghidra-hand
0x0582AC,idleEnumRealted???,ghidra-hand
0x05876E,getVehicleSpeedThreshold,ghidra-hand
0x0588E8,faultSomething0x1,ghidra-hand
0x058AAC,getFuelLevelValidity,ghidra-hand
0x058E50,someOBDFunctionCaller,ghidra-hand
0x059744,UDSService11Function?,ghidra-hand
0x059808,delay?,ghidra-hand
0x05991E,dtcCodeTypeInit,ghidra-hand
0x059AE2,writeDTCCodeType,ghidra-hand
0x059C04,UDSService21Function,ghidra-hand
0x059DC4,grablast28ByteFromE2,ghidra-hand
0x059F40,UDSMode23Function,ghidra-hand
0x059FDC,getMemoryFromRAMForUDS23,ghidra-hand
0x05A0AE,checkIfAddressInRange,ghidra-hand
0x05A1E6,UDSMode28Func,ghidra-hand
0x05A43C,udsService2FFunc,ghidra-hand
0x05A78C,diagControlModeSomething,ghidra-hand
0x05A814,diagnosticModeFuelPulseWidthModify,ghidra-hand
0x05AAD4,obdFuelingAddRequst?,ghidra-hand
0x05ABB0,diagControlVDI,ghidra-hand
0x05AFF0,diagAlternatorSignalthing,ghidra-hand
0x05B100,diagMeteringPumpPositionControl,ghidra-hand
0x05B19C,ssvDiagControl?,ghidra-hand
0x05B394,alternatorPIDsomething,ghidra-hand
0x05B5B4,diagControlVFADMAYBE,ghidra-hand
0x05B76C,diagCheckSecondaryAirRequest,ghidra-hand
0x05B848,diagControlMode??,ghidra-hand
0x05BFAC,UDSMode34Func,ghidra-hand
0x05C024,UDSMode36Function?,ghidra-hand
0x05C064,UDSService37Function,ghidra-hand
0x05C434,UDSMode85Func,ghidra-hand
0x05C5A4,setDiagMode85Bool?,ghidra-hand
0x05C5D8,setDiagMode85Bool2,ghidra-hand
0x05C664,getTireSize,ghidra-hand
0x05C750,udsMode31Func,ghidra-hand
0x05C8BE,UDSMode33Func,ghidra-hand
0x05CD2C,getBrakingOrInNeutral,ghidra-hand
0x05E25C,returnFaultCode,ghidra-hand
0x05E270,lookupCodeTypeAll,ghidra-hand
0x05E296,lookupCodeTypeMisfire,ghidra-hand
0x05E2BC,faultEnableStatus2,ghidra-hand
0x05E2CE,faultConfirmationSomething?,ghidra-hand
0x05E380,faultSomething0x2,ghidra-hand
0x05E3BE,faultSomething0x0,ghidra-hand
0x05E524,checkIfDeviceControl?,ghidra-hand
0x05E57E,returnEngineRPM,ghidra-hand
0x05E584,returnCoolantTemp,ghidra-hand
0x05E58A,returnCoolantTemp2,ghidra-hand
0x05E5C8,getCoolantTempConditional,ghidra-hand
0x05E5F0,returnCoolantTempGreaterThan71,ghidra-hand
0x05E5FE,returnEngineLoad,ghidra-hand
0x05E604,returnEngineSpeed,ghidra-hand
0x05E644,updateFaultStatusTHUNK,ghidra-hand
0x05E648,updateFaultStatusTHUNKNoR6?,ghidra-hand
0x05E72C,updateFaultStatus,ghidra-hand
0x05E84C,checkAndSetFault?,ghidra-hand
0x05E918,returnCurrentFaultStatus,ghidra-hand
0x05EC68,setFaultEvalState?,ghidra-hand
0x05EE7E,nothingFunc2,ghidra-hand
0x05FD40,faultSomethingIdunno,ghidra-hand
0x05FEB6,dtcRelated,ghidra-hand
0x062E1C,nothingFunc,ghidra-hand
0x063F48,coolantTempPlausibilityCheck???,ghidra-hand
0x063F80,driveCycleDetectMAYBE?,ghidra-hand
0x06410C,UDSMode1Function,ghidra-hand
0x064BB0,OBDMode9Fuction,ghidra-hand
0x064DB4,in_range_0_6_check?,ghidra-hand
0x06518A,UDSModeFF,ghidra-hand
0x0652F0,getFaultStatus??,ghidra-hand
0x065336,getFaultEvalState,ghidra-hand
0x06670C,pack_for_OBD_response?,ghidra-hand
0x066A14,setupForUdsResponse?,ghidra-hand
0x066A74,udsServiceResponse,ghidra-hand
0x066AAA,unknownMode22Func,ghidra-hand
0x067588,udsRAMInit,ghidra-hand
0x067590,udsSomething?,ghidra-hand
0x06769C,udsHandler,ghidra-hand
0x06772E,udsResponseRelated2,ghidra-hand
0xFFFFFFFF,HUDI_excep,ghidra-hand
