address,proposed_name,confidence,source,notes
0xffffc12c,ram_c12c,low,renames,roles: fuel_o2_warmup_condition
0xffffc130,ram_c130,low,renames,roles: fuel_startup_enrich_gate_lookup
0xffffc168,ram_c168,low,renames,roles: fuel_startup_enrich_gate_lookup
0xffffc169,revlimit_byte_copy,high,function_names+renames,fns: revlimit_byte_copy_b129_to_c169 (x1); roles: fuel_startup_enrich_gate_lookup; revlimit_byte_copy_b129_to_c169; cats: Rev Limit(x1)
0xffffc184,flag_on_duration_counter,high,function_names+renames,fns: flag_on_duration_counter_b126_c184 (x1); roles: flag_on_duration_counter_b126_c184; cats: Throttle & Torque(x1)
0xffffc1b4,it_then_latch,medium,renames,roles: flag_on_duration_counter_b126_c184; ctx: it_then_latch(x1)
0xffffc1b8,ram_c1b8,low,function_names+renames,fns: idle_target_c1b8_select (x1); roles: idle_target_c1b8_select; cats: Idle Control(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc1ec,uds_mode22_status_byte,high,function_names+renames,fns: uds_mode22_status_byte_c1ec_c290 (x1); roles: uds_mode22_status_byte_c1ec_c290; cats: OBD / UDS(x1)
0xffffc1ee,uds_byte,high,function_names+renames,fns: uds_byte_getter_c1ee (x1); roles: uds_byte_getter_c1ee; obd_boot_state_select; cats: OBD / UDS(x1)
0xffffc1ef,obd_emit_status,high,function_names+renames,fns: obd_emit_status_c1ef_c1f0 (x1); roles: obd_emit_status_c1ef_c1f0; cats: OBD / UDS(x1)
0xffffc1f0,obd_emit_status,high,function_names+renames,fns: obd_emit_status_c1ef_c1f0 (x1); roles: obd_emit_status_c1ef_c1f0; cats: OBD / UDS(x1)
0xffffc1f1,uds_fault_status_mask,high,function_names+renames,fns: uds_fault_status_mask_getter_c1f1_c1f4 (x1); roles: uds_fault_status_mask_getter_c1f1_c1f4; cats: OBD / UDS(x1)
0xffffc1f4,ram_c1f4,low,function_names+renames,fns: uds_fault_status_mask_getter_c1f1_c1f4 (x1); roles: uds_fault_status_mask_getter_c1f1_c1f4; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc228,ram_c228,low,renames,roles: ImmoStateInvalidKey; immo_init_check_dispatch
0xffffc23a,received_state_machine,medium,renames,"roles: ImmoKeyRXd; ImmoStateInvalidKey; ctx: received_state_machine(x1), handler_on_key_state(x1)"
0xffffc24e,ram_c24e,low,function_names+renames,fns: obd_word_build_c24e_from_c293 (x1); roles: obd_word_build_c24e_from_c293; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc253,immo_comm_confirm_counter,high,function_names+renames,fns: immo_comm_confirm_counter_c253 (x1); roles: immo_comm_confirm_counter_c253; cats: OBD / UDS(x1)
0xffffc276,ram_c276,low,function_names+renames,fns: port_f66a_mask_efff_dispatch_c276 (x1); roles: port_f66a_mask_efff_dispatch_c276; cats: Peripherals & ISR(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc284,ram_c284,low,renames,roles: immo_init_check_dispatch
0xffffc28e,ram_c28e,low,renames,roles: ImmoStateInvalidKey_a
0xffffc290,uds_mode22_status_byte,high,function_names+renames,fns: uds_mode22_status_byte_c1ec_c290 (x1); roles: uds_mode22_status_byte_c1ec_c290; cats: OBD / UDS(x1)
0xffffc292,ram_c292,low,function_names+renames,fns: immo_comm_confirm_counter_c292 (x1); roles: immo_comm_confirm_counter_c292; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc293,obd_byte_reorder,high,function_names+renames,fns: obd_byte_reorder_f430_to_c293 (x1); obd_word_build_c24e_from_c293 (x1); roles: obd_byte_reorder_f430_to_c293; obd_word_build_c24e_from_c293; cats: OBD / UDS(x2)
0xffffc296,ram_c296,low,function_names+renames,fns: immo_rx_word_c296_store (x1); roles: immo_rx_word_c296_store; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc297,ram_c297,low,renames,roles: immo_eeprom_write_request_01; immo_eeprom_write_request_09; immo_eeprom_write_request_08; immo_eeprom_write_request_0f
0xffffc29b,ram_c29b,low,renames,roles: immo_eeprom_write_request_01
0xffffc29c,ram_c29c,low,renames,roles: immo_eeprom_write_request_01
0xffffc2aa,buf,high,function_names+renames,fns: e2_buf_c2aa_addr_get (x1); roles: e2_buf_c2aa_addr_get; cats: Memory & CRC(x1); ctx: returns(x1)
0xffffc2ae,ram_c2ae,low,renames,roles: immo_eeprom_write_request_09
0xffffc2af,ram_c2af,low,renames,roles: immo_eeprom_write_request_09
0xffffc2b0,ram_c2b0,low,renames,roles: immo_eeprom_write_request_08
0xffffc2b1,ram_c2b1,low,renames,roles: immo_eeprom_write_request_08
0xffffc2b4,ram_c2b4,low,renames,roles: immo_eeprom_write_request_0f
0xffffc2b5,ram_c2b5,low,renames,roles: immo_eeprom_write_request_0f
0xffffc2d1,ram_c2d1,low,renames,roles: immo_eeprom_write_request_01; immo_eeprom_write_request_09; immo_eeprom_write_request_08; immo_eeprom_write_request_0f
0xffffc2f8,ram_c2f8,low,renames,roles: immo_eeprom_write_request_0e; immo_eeprom_write_request_02; immo_eeprom_write_request_01; immo_eeprom_write_request_09
0xffffc4b2,ram_c4b2,low,renames,roles: eeprom_shadow_write_state_task
0xffffc4b9,shadow,high,function_names+renames,fns: e2_shadow_c4b9_c4ba_init (x1); roles: e2_shadow_c4b9_c4ba_init; cats: Boot & Init(x1)
0xffffc4ba,ram_c4ba,low,function_names+renames,fns: e2_shadow_c4b9_c4ba_init (x1); roles: e2_shadow_c4b9_c4ba_init; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc4d4,fault_confirm_counter,medium,function_names+renames,"fns: fault_cell_c4d4_from_6d487 (x1); fault_confirm_counter_c4d4 (x1); roles: fault_cell_c4d4_from_6d487; fault_confirm_counter_c4d4; cats: CAN Bus(x1), Faults & DTC(x1); CAUTION: low16 also collides with a ROM function address"
0xffffc4dc,ram_c4dc,low,renames,roles: fault_cd0c_load_gated
0xffffc4de,fault_word_copy,high,function_names+renames,fns: fault_word_copy_c4e0_to_c4de (x1); roles: fault_cd0c_load_gated; fault_word_copy_c4e0_to_c4de; cats: CAN Bus(x1)
0xffffc4e0,ram_c4e0,low,function_names+renames,fns: fault_word_copy_c4e0_to_c4de (x1); roles: fault_word_copy_c4e0_to_c4de; cats: CAN Bus(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc50c,float_filter_2dlookup,medium,function_names+renames,fns: float_copy_aa74_to_c50c (x1); float_filter_2dlookup_c50c (x1); roles: float_copy_aa74_to_c50c; float_filter_2dlookup_c50c; cats: Math / FPU(x2); CAUTION: low16 also collides with a ROM function address
0xffffc51a,ram_c51a,low,function_names+renames,fns: float_2dlookup_a9fc_to_c518_c51a (x1); roles: float_2dlookup_a9fc_to_c518_c51a; cats: Math / FPU(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc51c,counter_inc,high,function_names+renames,fns: counter_inc_c51c_cond_a428 (x1); roles: counter_inc_c51c_cond_a428; cats: Sensors(x1)
0xffffc520,fault_input_latch,high,function_names+renames,fns: dtc_report_17_from_c520_c521 (x1); fault_input_latch_c520 (x1); roles: dtc_report_17_from_c520_c521; fault_input_latch_c520; cats: Faults & DTC(x2)
0xffffc521,dtc_report,high,function_names+renames,fns: dtc_report_17_from_c520_c521 (x1); roles: dtc_report_17_from_c520_c521; cats: Faults & DTC(x1)
0xffffc522,ram_c522,low,function_names+renames,fns: float_state_accum_c522 (x1); roles: float_state_accum_c522; cats: Math / FPU(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc528,rtos_task_state_switch,high,function_names+renames,fns: rtos_task_state_switch_c528 (x1); roles: rtos_task_state_switch_c528; cats: RTOS(x1)
0xffffc532,ram_c532,low,renames,roles: mem_cellflag_sensor_cond_write
0xffffc534,float,high,function_names+renames,"fns: float_c534_init_one (x1); fault_ref_float_c534_update (x1); roles: float_c534_init_one; fault_ref_float_c534_update; cats: Boot & Init(x1), Faults & DTC(x1)"
0xffffc53e,fault_confirm_counter,high,function_names+renames,fns: fault_confirm_counter_c53e (x1); roles: fault_confirm_counter_c53e; cats: Faults & DTC(x1)
0xffffc53f,fault_monitor_sample,high,function_names+renames,fns: fault_monitor_sample_c53f_79570 (x1); roles: fault_monitor_sample_c53f_79570; cats: Faults & DTC(x1)
0xffffc543,dtc_report,high,function_names+renames,fns: dtc_report_2a_from_c542_c543 (x1); roles: dtc_report_2a_from_c542_c543; cats: Faults & DTC(x1)
0xffffc546,ram_c546,low,function_names+renames,fns: fault_threshold_monitor_c546 (x1); roles: fault_threshold_monitor_c546; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc581,ram_c581,low,renames,roles: evap_fault_0x2e_cond_eval
0xffffc582,ram_c582,low,renames,roles: evap_fault_0x2e_cond_eval
0xffffc583,fuel_fault_latch,high,function_names+renames,fns: fuel_fault_latch_c583 (x1); roles: fuel_fault_latch_c583; cats: Fuel & Lambda(x1)
0xffffc58c,fault_ram_copy,high,function_names+renames,fns: fault_ram_copy_79748_c58c (x1); roles: fault_ram_copy_79748_c58c; cats: Boot & Init(x1)
0xffffc58f,fault_counter_inc_saturate,high,function_names+renames,fns: fault_counter_inc_saturate_c58f (x1); roles: fault_counter_inc_saturate_c58f; cats: Faults & DTC(x1)
0xffffc59c,ram_c59c,low,renames,roles: fuel_request_fault_fallback_update
0xffffc5a0,ram_c5a0,low,renames,roles: fuel_request_fault_fallback_update
0xffffc5a4,ram_c5a4,low,function_names+renames,fns: fault_ram_snapshot_79712_c5a4 (x1); roles: fault_ram_snapshot_79712_c5a4; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc5b5,dtc_status_combine,high,function_names+renames,fns: dtc_status_combine_c5b5_c5b6 (x1); roles: dtc_status_combine_c5b5_c5b6; cats: Faults & DTC(x1)
0xffffc5b6,ram_c5b6,low,function_names+renames,fns: dtc_status_combine_c5b5_c5b6 (x1); roles: dtc_status_combine_c5b5_c5b6; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc5b7,dtc_status_combine,high,function_names+renames,fns: dtc_status_combine_c5b7_c5b8 (x1); roles: dtc_status_combine_c5b7_c5b8; cats: Faults & DTC(x1)
0xffffc5b8,ram_c5b8,low,function_names+renames,fns: dtc_status_combine_c5b7_c5b8 (x1); roles: dtc_status_combine_c5b7_c5b8; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc5c4,fault_byte_copy,high,function_names+renames,fns: fault_byte_copy_7970c_c5c4 (x1); roles: fault_byte_copy_7970c_c5c4; cats: Boot & Init(x1)
0xffffc5c8,ram_c5c8,low,function_names+renames,fns: sensor_plausibility_monitor_c5c8 (x1); roles: sensor_plausibility_monitor_c5c8; cats: Sensors(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc5ca,sensor_byte_copy,high,function_names+renames,fns: sensor_byte_copy_79706_c5ca (x1); roles: sensor_byte_copy_79706_c5ca; cats: Sensors(x1)
0xffffc5cb,diag_fault_flag_eval,high,function_names+renames,fns: diag_fault_24_flag_eval_c5cb_c5cc (x1); roles: diag_fault_24_flag_eval_c5cb_c5cc; cats: Faults & DTC(x1)
0xffffc5cc,diag_fault_flag_eval,high,function_names+renames,fns: diag_fault_24_flag_eval_c5cb_c5cc (x1); roles: diag_fault_24_flag_eval_c5cb_c5cc; cats: Faults & DTC(x1)
0xffffc5cd,sensor_flag_copy,high,function_names+renames,fns: sensor_flag_copy_79707_c5cd (x1); roles: diag_fault_24_flag_eval_c5cb_c5cc; sensor_flag_copy_79707_c5cd; cats: Sensors(x1)
0xffffc5dc,ram_c5dc,low,function_names+renames,fns: sensor_float_range_flag_c5dc_c5dd (x1); roles: sensor_float_range_flag_c5dc_c5dd; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc5dd,sensor_float_range_flag,high,function_names+renames,fns: sensor_float_range_flag_c5dc_c5dd (x1); roles: sensor_float_range_flag_c5dc_c5dd; cats: Faults & DTC(x1)
0xffffc5ea,ram_c5ea,low,renames,roles: cond_flag_b2e0_multi_eval
0xffffc5eb,sensor_float_range_flag,high,function_names+renames,fns: sensor_float_range_flag_c5eb_c5ec (x1); roles: sensor_float_range_flag_c5eb_c5ec; cats: Faults & DTC(x1)
0xffffc5ec,ram_c5ec,low,function_names+renames,fns: sensor_float_range_flag_c5eb_c5ec (x1); roles: sensor_float_range_flag_c5eb_c5ec; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc5f4,init_temp_range_limits,high,function_names+renames,"fns: init_temp_range_limits_c5f4_c5f8 (x1); fault_monitor_sample_c5f4_792d4 (x1); roles: init_temp_range_limits_c5f4_c5f8; fault_monitor_sample_c5f4_792d4; cats: Boot & Init(x1), Faults & DTC(x1)"
0xffffc5f8,init_temp_range_limits,medium,function_names+renames,"fns: init_temp_range_limits_c5f4_c5f8 (x1); store_float_c5f8 (x1); roles: init_temp_range_limits_c5f4_c5f8; store_float_c5f8; cats: Boot & Init(x1), Math / FPU(x1); CAUTION: low16 also collides with a ROM function address"
0xffffc600,ram_c600,low,renames,roles: fuel_o2_warmup_condition
0xffffc608,alternator_current_delta,high,function_names+renames,"fns: copy_shadow_cells_c608_c614 (x1); alternator_current_delta_c608 (x1); roles: alternator_current_delta_c608; copy_shadow_cells_c608_c614; cats: Boot & Init(x1), Sensors(x1)"
0xffffc614,copy_shadow_cells,high,function_names+renames,fns: copy_shadow_cells_c608_c614 (x1); roles: alternator_current_delta_c608; copy_shadow_cells_c608_c614; cats: Boot & Init(x1)
0xffffc618,ram_c618,low,function_names+renames,fns: copy_byte_c618 (x1); roles: copy_byte_c618; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc61c,copy_ram_bytes,high,function_names+renames,fns: copy_ram_bytes_c61c_c623 (x1); roles: copy_ram_bytes_c61c_c623; cats: Boot & Init(x1)
0xffffc623,copy_ram_bytes,high,function_names+renames,fns: copy_ram_bytes_c61c_c623 (x1); roles: copy_ram_bytes_c61c_c623; cats: Boot & Init(x1)
0xffffc62a,ram_c62a,low,function_names+renames,fns: copy_ram_bytes_c62a_c62b (x1); roles: copy_ram_bytes_c62a_c62b; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc62b,copy_ram_bytes,high,function_names+renames,fns: copy_ram_bytes_c62a_c62b (x1); roles: copy_ram_bytes_c62a_c62b; cats: Boot & Init(x1)
0xffffc633,check_status_bit,high,function_names+renames,fns: check_status_bit_c633 (x1); roles: byte_change_flag_c634_latch; check_status_bit_c633; cats: Fuel & Lambda(x1)
0xffffc634,byte_change_flag,high,function_names+renames,fns: byte_change_flag_c634_latch (x1); roles: byte_change_flag_c634_latch; cats: Utilities(x1)
0xffffc635,ram_c635,low,renames,roles: byte_change_flag_c634_latch
0xffffc638,sr_guarded_ram,high,function_names+renames,fns: sr_guarded_ram_init_c638 (x1); roles: sr_guarded_ram_init_c638; cats: Memory & CRC(x1)
0xffffc64a,ram_c64a,low,function_names+renames,fns: sensor_plausibility_check_c64a (x1); roles: sensor_plausibility_check_c64a; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc64e,conditions,medium,renames,roles: dtc_status_write_pair_0f16; ctx: conditions(x1)
0xffffc64f,ram_c64f,low,renames,roles: dtc_status_write_pair_0f16
0xffffc650,ram_c650,low,renames,roles: dtc_status_write_pair_0f16
0xffffc658,filter_default,high,function_names+renames,fns: filter_default_c658 (x1); roles: filter_default_c658; cats: Faults & DTC(x1)
0xffffc678,filter_default,high,function_names+renames,fns: filter_default_c678 (x1); roles: filter_default_c678; cats: Faults & DTC(x1)
0xffffc68c,ram_c68c,low,renames,roles: o2_boost_cond_timer_countdown
0xffffc690,filter_default,high,function_names+renames,fns: filter_default_c690 (x1); roles: filter_default_c690; cats: Faults & DTC(x1)
0xffffc691,ram_c691,low,renames,roles: diag_emission_monitor_state
0xffffc698,ram_c698,low,renames,roles: filter_default_c678
0xffffc699,sensor_plausibility_check,high,function_names+renames,fns: sensor_plausibility_check_c699 (x1); roles: sensor_plausibility_check_c699; cats: Faults & DTC(x1)
0xffffc6a0,conditions,medium,renames,roles: dtc_status_write_pair_4873; ctx: conditions(x1)
0xffffc6a1,ram_c6a1,low,renames,roles: dtc_status_write_pair_4873
0xffffc6a4,ram_c6a4,low,renames,roles: dtc_status_write_pair_4873; plausibility_state_latch
0xffffc6a5,ram_c6a5,low,renames,roles: plausibility_state_latch
0xffffc6a8,uds_mode22,high,function_names+renames,fns: uds_mode22_get_c6a8_16bit (x1); roles: ac_compressor_boardtemp_hyst_check; uds_mode22_get_c6a8_16bit; cats: OBD / UDS(x1); ctx: board(x1)
0xffffc6ac,gpio_input_flags,high,function_names+renames,fns: gpio_input_flags_c6ac_c6ad (x1); roles: gpio_input_flags_c6ac_c6ad; cats: Peripherals & ISR(x1)
0xffffc6ad,gpio_input_flags,high,function_names+renames,fns: gpio_input_flags_c6ac_c6ad (x1); roles: gpio_input_flags_c6ac_c6ad; cats: Peripherals & ISR(x1)
0xffffc6b0,ram_c6b0,low,function_names+renames,fns: set_flag_c6b0 (x1); roles: set_flag_c6b0; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc6bc,clamp_float,high,function_names+renames,fns: clamp_float_c6bc_c6c0 (x1); roles: clamp_float_c6bc_c6c0; cats: Faults & DTC(x1)
0xffffc6c0,clamp_float,high,function_names+renames,fns: clamp_float_c6bc_c6c0 (x1); roles: clamp_float_c6bc_c6c0; cats: Faults & DTC(x1)
0xffffc6ca,limit_word_update,high,function_names+renames,fns: limit_word_update_c6ca_c6cc (x1); roles: limit_word_update_c6ca_c6cc; cats: Rev Limit(x1)
0xffffc6cc,limit_word_update,high,function_names+renames,fns: limit_word_update_c6ca_c6cc (x1); roles: limit_word_update_c6ca_c6cc; cats: Rev Limit(x1)
0xffffc6d4,ram_c6d4,low,renames,roles: sensor_plausibility_check_8738
0xffffc6d8,ram_c6d8,low,renames,roles: dtc_0x70_monitor; dtc_0x6f_monitor
0xffffc6da,ram_c6da,low,renames,roles: sensor_plausibility_check_8738; sensor_plausibility_check_8740
0xffffc6e0,ram_c6e0,low,renames,roles: fpu_ramp_update_shadow
0xffffc6e4,ram_c6e4,low,renames,roles: fpu_ramp_update_shadow
0xffffc6ec,ram_c6ec,low,function_names+renames,fns: fault_monitor_sample_c6ec (x1); roles: fault_monitor_sample_c6ec; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc6f0,ram_c6f0,low,function_names+renames,fns: fault_monitor_sample_c6f0 (x1); roles: fault_monitor_sample_c6f0; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc700,eeprom_shadow_float_cells,medium,renames,roles: eeprom_float_adapt_update; ctx: eeprom_shadow_float_cells(x1)
0xffffc704,init_float,high,function_names+renames,fns: init_float_c704_c708 (x1); roles: filter_counter_init_c750; init_float_c704_c708; filter_pair_first_order; cats: Boot & Init(x1)
0xffffc708,init_float,high,function_names+renames,fns: init_float_c704_c708 (x1); roles: filter_counter_init_c750; init_float_c704_c708; filter_pair_first_order; cats: Boot & Init(x1)
0xffffc750,filter_counter,high,function_names+renames,fns: filter_counter_init_c750 (x1); roles: filter_counter_init_c750; cats: Math / FPU(x1)
0xffffc754,ram_c754,low,renames,roles: dtc_multi_flag_eval
0xffffc76c,ram_c76c,low,renames,roles: fault_1b_filter_eval
0xffffc772,ram_c772,low,renames,roles: dtc_flag_propagation
0xffffc7fe,ram_c7fe,low,renames,roles: eeprom_float_adapt_update
0xffffc808,propagation_gate,medium,renames,roles: dtc_flag_propagation; ctx: propagation_gate(x1)
0xffffc809,ram_c809,low,renames,roles: eeprom_float_adapt_update
0xffffc810,ram_c810,low,renames,roles: evap_pressure_fault_flag_eval
0xffffc816,ram_c816,low,renames,roles: fuel_dtc_counter_eval
0xffffc81e,debounce,medium,renames,roles: fault_02_flag_eval; fault_02_debounce_latch; ctx: debounce(x1)
0xffffc820,ram_c820,low,renames,roles: fault_02_flag_eval
0xffffc822,ram_c822,low,renames,roles: fault_02_debounce_latch
0xffffc832,ram_c832,low,function_names+renames,fns: latch_flags_c832_c833 (x1); roles: latch_flags_c832_c833; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc833,latch_flags,high,function_names+renames,fns: latch_flags_c832_c833 (x1); roles: latch_flags_c832_c833; cats: Faults & DTC(x1)
0xffffc840,first_order_filter,high,function_names+renames,fns: first_order_filter_c840 (x1); roles: first_order_filter_c840; cats: Math / FPU(x1)
0xffffc844,ram_c844,low,renames,roles: dtc_threshold_eval_41554
0xffffc846,ram_c846,low,renames,roles: dtc_threshold_eval_417ec
0xffffc84a,decrement,medium,renames,roles: dtc_counter_decrement_flags; ctx: decrement(x1)
0xffffc84c,ram_c84c,low,renames,roles: dtc_counter_decrement_flags; dtc_threshold_counter_set
0xffffc84d,ram_c84d,low,renames,roles: dtc_counter_decrement_flags; dtc_threshold_eval_41554
0xffffc84e,ram_c84e,low,renames,roles: dtc_threshold_eval_417ec
0xffffc84f,ram_c84f,low,renames,roles: dtc_threshold_eval_41554; latch_flags_c832_c833
0xffffc858,ram_c858,low,renames,roles: dtc_threshold_eval_41554
0xffffc85a,ram_c85a,low,renames,roles: dtc_threshold_eval_417ec
0xffffc85c,ram_c85c,low,renames,roles: dtc_threshold_eval_417ec
0xffffc85e,ram_c85e,low,renames,roles: dtc_threshold_eval_41554
0xffffc868,ram_c868,low,renames,roles: dtc_counter_decrement_flags
0xffffc86a,ram_c86a,low,renames,roles: dtc_counter_decrement_flags
0xffffc86c,ram_c86c,low,function_names+renames,fns: flag_remap_c86c_c871 (x1); roles: flag_remap_c86c_c871; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc871,flag_remap,high,function_names+renames,fns: flag_remap_c86c_c871 (x1); roles: flag_remap_c86c_c871; cats: Faults & DTC(x1)
0xffffc874,calc_float,high,function_names+renames,fns: calc_float_c874 (x1); roles: calc_float_c874; dtc_counter_word_flags_2; cats: Faults & DTC(x1)
0xffffc878,dtc_all_clear_flag,high,function_names+renames,fns: dtc_all_clear_flag_c878 (x1); roles: dtc_all_clear_flag_c878; dtc_counter_word_flags; dtc_counter_word_flags_2; cats: Faults & DTC(x1)
0xffffc879,ram_c879,low,renames,roles: dtc_counter_word_flags; flag_remap_c86c_c871
0xffffc87a,ram_c87a,low,renames,roles: flag_remap_c86c_c871
0xffffc87b,consecutive_else_or_remap,medium,renames,roles: flag_remap_c86c_c871; ctx: consecutive_else_or_remap(x1)
0xffffc87c,ram_c87c,low,renames,roles: threshold_counter_inc_latch
0xffffc87f,ram_c87f,low,renames,roles: dtc_counter_word_flags_2; flag_remap_c86c_c871
0xffffc880,ram_c880,low,renames,roles: flag_remap_c86c_c871
0xffffc882,ram_c882,low,renames,roles: dtc_counter_word_flags
0xffffc890,ram_c890,low,renames,roles: dtc_counter_word_flags_2
0xffffc895,temp_fault_eval,high,function_names+renames,fns: temp_fault_eval_c895_c897 (x1); roles: temp_fault_eval_c895_c897; cats: Faults & DTC(x1)
0xffffc897,temp_fault_eval,high,function_names+renames,fns: temp_fault_eval_c895_c897 (x1); roles: temp_fault_eval_c895_c897; cats: Faults & DTC(x1)
0xffffc898,ram_c898,low,renames,roles: temp_fault_eval_c895_c897
0xffffc89c,immo_status_mirror,high,function_names+renames,fns: immo_status_mirror_b5c4_to_c89c (x1); roles: immo_status_mirror_b5c4_to_c89c; cats: OBD / UDS(x1)
0xffffc8ac,inf_sanitize_result,medium,renames,roles: sanitize_float_c8b0_gate_c944; ctx: inf_sanitize_result(x1)
0xffffc8b0,sanitize_float,high,function_names+renames,fns: sanitize_float_c8b0_gate_c944 (x1); roles: sanitize_float_c8b0_gate_c944; cats: Math / FPU(x1)
0xffffc8bc,ram_c8bc,low,function_names+renames,fns: ign_retard_flag_c8bc (x1); roles: ign_retard_flag_c8bc; cats: Ignition & Knock(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc914,ram_c914,low,function_names+renames,fns: store_zero_float_c914 (x1); roles: store_zero_float_c914; cats: Ignition & Knock(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc940,ram_c940,low,function_names+renames,fns: torque_req_ramp_c940 (x1); roles: torque_req_ramp_c940; cats: Throttle & Torque(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc942,ram_c942,low,function_names+renames,fns: byte_ramp_c942 (x1); roles: byte_ramp_c942; cats: Ignition & Knock(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc944,sanitize_float_gate,high,function_names+renames,fns: sanitize_float_c8b0_gate_c944 (x1); roles: sanitize_float_c8b0_gate_c944; cats: Math / FPU(x1); ctx: if_mode(x1)
0xffffc94c,ram_c94c,low,function_names+renames,fns: torque_sensor_check_c94c (x1); roles: torque_sensor_check_c94c; cats: Throttle & Torque(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc94e,ram_c94e,low,renames,roles: fault_flag_cca4_eval
0xffffc94f,flag,high,function_names+renames,fns: flag_c94f_update (x1); roles: flag_c94f_update; cats: Ignition & Knock(x1)
0xffffc954,ram_c954,low,renames,roles: ign_timing_3d_lookup_set
0xffffc994,ram_c994,low,renames,roles: coolant_temp_flag_copy
0xffffc999,ram_c999,low,renames,roles: coolant_temp_flag_copy
0xffffc99a,ram_c99a,low,renames,roles: coolant_temp_flag_copy; byte_ramp_c942
0xffffc99b,delay_stores_stale,medium,renames,roles: flag_c94f_update; ctx: delay_stores_stale(x1)
0xffffc99c,ram_c99c,low,function_names+renames,fns: float_cell_dual_zero_c9a4_c99c (x1); roles: float_cell_dual_zero_c9a4_c99c; cats: Math / FPU(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffc9a4,float_cell_dual_zero,high,function_names+renames,fns: float_cell_dual_zero_c9a4_c99c (x1); roles: state_machine_threshold_update; float_cell_dual_zero_c9a4_c99c; cats: Math / FPU(x1); ctx: state_machine(x1)
0xffffc9b8,ram_c9b8,low,function_names+renames,fns: temp_delta_update_c9b8 (x1); roles: temp_delta_update_c9b8; cats: Fuel & Lambda(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
