address,proposed_name,confidence,source,notes
0xffff00b1,immo_eeprom,high,function_names+renames,fns: immo_eeprom_read_00b1 (x1); roles: immo_eeprom_read_00b1; cats: OBD / UDS(x1)
0xffff091a,ram_091a,low,function_names+renames,fns: uds_2f_iocontrol_entry_091a (x1); roles: uds_2f_iocontrol_entry_091a; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff096e,ram_096e,low,function_names+renames,fns: uds_2f_iocontrol_entry_096e (x1); roles: uds_2f_iocontrol_entry_096e; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff0f16,ram_0f16,low,function_names+renames,fns: dtc_status_write_pair_0f16 (x1); roles: dtc_status_write_pair_0f16; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff0ff8,ram_0ff8,low,function_names+renames,fns: obd_emit_io_bytes_0ff8 (x1); roles: obd_emit_io_bytes_0ff8; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff0ffb,obd_emit_io_bytes,high,function_names+renames,fns: obd_emit_io_bytes_0ffb (x1); roles: obd_emit_io_bytes_0ffb; cats: OBD / UDS(x1)
0xffff1000,ram_1000,low,function_names+renames,fns: init_word_ca80_1000 (x1); roles: init_word_ca80_1000; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff173a,dtc_status_or_zero,medium,function_names+renames,fns: dtc_status_c1_clear_173a (x1); dtc_status_c0_or_zero_173a (x1); dtc_status_c0_retain_173a (x1); roles: dtc_status_c1_clear_173a; dtc_status_c0_or_zero_173a; dtc_status_c0_retain_173a; cats: Faults & DTC(x3); CAUTION: low16 also collides with a ROM function address
0xffff175c,ram_175c,low,function_names+renames,fns: uds_2f_iocontrol_entry_175c (x1); roles: uds_2f_iocontrol_entry_175c; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff175d,uds_iocontrol_entry,high,function_names+renames,fns: uds_2f_iocontrol_entry_175d (x1); roles: uds_2f_iocontrol_entry_175d; cats: OBD / UDS(x1)
0xffff17ac,ram_17ac,low,function_names+renames,fns: dtc_status_c0_clear_17ac (x1); roles: dtc_status_c0_clear_17ac; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff17c6,ram_17c6,low,function_names+renames,fns: uds_2f_iocontrol_entry_17c6 (x1); roles: uds_2f_iocontrol_entry_17c6; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff17de,uds_iocontrol_entry,high,function_names+renames,fns: uds_2f_iocontrol_entry_17de (x1); roles: uds_2f_iocontrol_entry_17de; cats: OBD / UDS(x1)
0xffff17df,obd_control_pid,high,function_names+renames,fns: obd_control_pid_17df_handler (x1); roles: obd_control_pid_17df_handler; cats: OBD / UDS(x1)
0xffff17e1,obd_control_pid,high,function_names+renames,fns: obd_control_pid_17e1_handler (x1); roles: obd_control_pid_17e1_handler; cats: OBD / UDS(x1)
0xffff3b3c,dtc,medium,function_names+renames,fns: dtc_3b3c_qualification (x1); dtc_3b3c_delta_detect (x1); roles: dtc_3b3c_qualification; dtc_3b3c_delta_detect; cats: Faults & DTC(x2); CAUTION: low16 also collides with a ROM function address
0xffff4873,dtc_status_write_pair,high,function_names+renames,fns: dtc_status_write_pair_4873 (x1); roles: dtc_status_write_pair_4873; cats: Faults & DTC(x1)
0xffff5348,ram_5348,low,function_names+renames,fns: set_sr_delay_thunk_5348 (x1); roles: set_sr_delay_thunk_5348; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff6000,memcpy_loops_over_ram_ranges,medium,renames,roles: diag_transfer_data_handler; boot_ram_selftest_relocate; ctx: memcpy_loops_over_ram_ranges(x1)
0xffff6b60,ram_6b60,low,function_names+renames,fns: port_f838_bit7_clear_dispatch_6b60 (x1); roles: port_f838_bit7_clear_dispatch_6b60; cats: Peripherals & ISR(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff7408,ram_7408,low,renames,roles: rtos_task_start
0xffff74e0,ram_74e0,low,function_names+renames,fns: engine_state_cal_copy_b5b4_dispatch_74e0 (x1); roles: engine_state_cal_copy_b5b4_dispatch_74e0; cats: Memory & CRC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff7638,reconstruction_rtos_control,medium,renames,"roles: rtos_context_switch_restore; rtos_swtimer_expire_check; cal_learned_value_update; init_main; ctx: context_save_side_rtos_tcb(x1), ldc_sr_save_restore(x1)"
0xffff763c,copy_ram_word,high,function_names+renames,"fns: copy_ram_word_763c_to_buf (x1); can_tx_word_763c_fetch (x1); roles: copy_ram_word_763c_to_buf; can_tx_word_763c_fetch; cats: Memory & CRC(x1), CAN Bus(x1); ctx: helper(x1)"
0xffff7668,code_subidx_set_bitmap,medium,renames,roles: learn_table_bucket_insert; ctx: code_subidx_set_bitmap(x1)
0xffff7d00,throttle_pwm_default,medium,function_names+renames,"fns: pwm_duty_7d00_if_flag (x1); throttle_pwm_default_7d00 (x1); roles: pwm_duty_7d00_if_flag; throttle_pwm_default_7d00; cats: Boot & Init(x1), Throttle & Torque(x1); CAUTION: low16 also collides with a ROM function address"
0xffff7fff,ram_7fff,low,renames,roles: boot_ram_selftest_relocate
0xffff8000,counter_thresh,high,function_names+renames,fns: counter_ba94_thresh_8000 (x1); roles: sensor_cal_handshake_check; sensor_cal_handshake_ack; counter_ba94_thresh_8000; cats: Math / FPU(x1)
0xffff8004,ram_8004,low,renames,roles: req_mailbox_enqueue_ring4
0xffff802c,dedup_vs_head,medium,renames,roles: req_mailbox_enqueue_ring4; ctx: dedup_vs_head(x1)
0xffff802d,req_long_param,medium,renames,roles: req_mailbox_enqueue_ring4; ctx: req_long_param(x1)
0xffff8030,crc_protected_float_record,medium,renames,roles: learned_record_crc_check; learned_record_crc_update; learned_value_average_crc_store; ctx: crc_protected_float_record(x1)
0xffff8038,ram_8038,low,function_names+renames,fns: csum_float_pair_store_8038 (x1); roles: csum_float_pair_store_8038; cats: Memory & CRC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff8040,store_zero_floats,medium,function_names+renames,fns: store_zero_floats_8040_8048 (x1); store_zero_floats_8040_8048_v2 (x1); roles: store_zero_floats_8040_8048; store_zero_floats_8040_8048_v2; cats: Memory & CRC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8048,store_zero_floats,medium,function_names+renames,fns: store_zero_floats_8040_8048 (x1); store_zero_floats_8040_8048_v2 (x1); roles: store_zero_floats_8040_8048; store_zero_floats_8040_8048_v2; cats: Memory & CRC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8050,ram_8050,low,renames,roles: checksum_float_read_batch
0xffff8070,ram_8070,low,renames,roles: checksum_float_read_batch
0xffff807c,ram_807c,low,renames,roles: checksum_float_clear_807x; checksum_float_read_807x
0xffff8080,ram_8080,low,renames,roles: stepper_fault_flag_check; stepper_fault_flag_clear; stepper_fault_flag_read; stepper_fault_flag_set
0xffff8082,ram_8082,low,renames,roles: stepper_fault_dtc_raise
0xffff8088,checksummed_float_read_verify,high,function_names+renames,fns: checksummed_float_store_8088_a4c (x1); checksummed_float_read_verify_8088_a56 (x1); roles: battery_temp_conv_chain; checksummed_float_store_8088_a4c; checksummed_float_read_verify_8088_a56; cats: Memory & CRC(x2)
0xffff8090,protected_bank_reset,high,function_names+renames,fns: protected_bank_reset_8090_a27e (x1); roles: protected_bank_reset_8090_a27e; cats: Memory & CRC(x1)
0xffff80a4,ram_80a4,low,renames,roles: float_sum_default_store_cb78
0xffff80d4,ram_80d4,low,renames,roles: throttle_drive_filter_calc; closed_loop_dual_integrator; sensor_snapshot_propagate_working
0xffff80dc,ram_80dc,low,renames,roles: throttle_drive_filter_calc; sensor_snapshot_propagate_working
0xffff80ec,ram_80ec,low,renames,roles: fuel_coldstart_cell_loop_write; engine_ctrl_state_init_b134_b12c; protected_bank_zero_init_eae8; float_bank_params_validate_loop
0xffff810c,ram_810c,low,renames,roles: fuel_coldstart_cell_loop_write; protected_bank_zero_init_eae8
0xffff8124,ram_8124,low,renames,roles: fuel_pressure_sensor_calc; float_triple_reset_clear; float_triple_read_verify
0xffff812c,validate_mem8,high,function_names+renames,"fns: update_mem8_812c_thunk (x1); validate_mem8_812c_thunk (x1); roles: update_mem8_812c_thunk; validate_mem8_812c_thunk; cats: Ignition & Knock(x1), Memory & CRC(x1)"
0xffff8130,write_can_float_slot,high,function_names+renames,"fns: sensor_ram_clear_8130_8570_868x (x1); write_can_float_slot_8130 (x1); roles: eshaft_learn_state_update; protected_bank_zero_clear; sensor_ram_clear_8130_8570_868x; sensor_hw_gate_tbl_b8682; cats: Memory & CRC(x1), Faults & DTC(x1); ctx: into_e_shaft_state_vector(x1), protected_float_bank(x1)"
0xffff8570,sensor_ram_clear,high,function_names+renames,fns: sensor_ram_clear_8130_8570_868x (x1); roles: eshaft_learn_state_update; protected_bank_zero_clear; sensor_ram_clear_8130_8570_868x; sensor_hw_gate_tbl_b8682; cats: Memory & CRC(x1)
0xffff8680,ram_8680,low,function_names+renames,fns: update_mem8_8680_thunk (x1); roles: update_mem8_8680_thunk; cats: Ignition & Knock(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff8682,ram_8682,low,function_names+renames,fns: clear_byte_8682_8684 (x1); roles: clear_byte_8682_8684; cats: Ignition & Knock(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff8684,ram_8684,low,function_names+renames,fns: clear_byte_8682_8684 (x1); roles: clear_byte_8682_8684; cats: Ignition & Knock(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff8688,validate_mem,high,function_names+renames,fns: validate_mem_8688_thunk (x1); read_ram_8688_thunk (x1); roles: read_ram_8688_thunk; validate_mem_8688_thunk; cats: Memory & CRC(x2)
0xffff868c,fault_cell,medium,function_names+renames,fns: fault_cell_868c_zero (x1); fault_cell_868c_8bit_update (x1); roles: fault_cell_868c_8bit_update; fault_cell_868c_zero; cats: Faults & DTC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8690,fault_cell,medium,function_names+renames,fns: fault_cell_8690_zero (x1); fault_cell_8690_8bit_update (x1); fault_flag_8690_validate (x1); fault_cells_8694_float_zero_then_8690_zero (x1); roles: fault_flag_8690_validate; fault_cell_8690_8bit_update; fault_cell_8690_zero; fault_cells_8694_float_zero_then_8690_zero; cats: Faults & DTC(x5); CAUTION: low16 also collides with a ROM function address
0xffff8694,fault_cell,medium,function_names+renames,"fns: fault_cells_8694_float_zero_then_8690_zero (x1); fault_cell_8694_validate_then_8690_update (x1); fault_float_cell_8694_zero (x1); validate_address_copy_8694_thunk (x1); roles: fault_float_cell_8694_zero; fault_cells_8694_float_zero_then_8690_zero; fault_cell_8694_validate_then_8690_update; validate_address_copy_8694_thunk; cats: Faults & DTC(x3), Memory & CRC(x1); CAUTION: low16 also collides with a ROM function address"
0xffff869c,fault_cell,high,function_names+renames,"fns: fault_cell_869c_word_zero (x1); validate_address_copy_32bit_869c_thunk (x1); fault_cell_869c_read_add_write (x1); roles: fault_cell_869c_word_zero; validate_address_copy_32bit_869c_thunk; fault_cell_869c_read_add_write; cats: Memory & CRC(x2), Faults & DTC(x1)"
0xffff86a4,float_cell,high,function_names+renames,"fns: float_cell_86a4_validate (x1); float_cell_86a4_zero_init (x1); roles: ign_cold_start_corr_write; float_cell_86a4_zero_init; float_cell_86a4_validate; cats: Math / FPU(x1), Boot & Init(x1)"
0xffff86ac,fault_monitor_sample,medium,function_names+renames,"fns: fault_fallback_float_store_86ac (x1); obd_pid_emit_16bit_86ac (x1); fault_monitor_sample_86ac (x1); fault_monitor_sample_86ac_86b4 (x1); roles: fault_fallback_float_store_86ac; obd_pid_emit_16bit_86ac; fault_monitor_sample_86ac; fault_monitor_sample_86ac_86b4; cats: Faults & DTC(x3), OBD / UDS(x1); CAUTION: low16 also collides with a ROM function address; CONFLICT-RESOLVED: kept fault_monitor_sample; alt: fault_fallback_float_store, obd_pid_emit_16bit"
0xffff86b4,fault_fallback_float_store,medium,function_names+renames,fns: fault_fallback_float_store_86b4 (x1); fault_monitor_sample_86ac_86b4 (x1); roles: fault_fallback_float_store_86b4; fault_monitor_sample_86ac_86b4; cats: Faults & DTC(x2); CAUTION: low16 also collides with a ROM function address
0xffff86bc,fault_fallback_float_store,high,function_names+renames,fns: fault_fallback_float_store_86bc (x1); roles: ign_cold_start_corr_write; fault_fallback_float_store_86bc; cats: Faults & DTC(x1)
0xffff86c8,ram_86c8,low,renames,roles: ign_cold_start_corr_write
0xffff86d0,crc_store_verify_clear,high,function_names+renames,"fns: crc_store_verify_clear_86d0 (x1); fault_flags_reset_86d0 (x1); obd_pid_emit_16bit_86d0 (x1); fault_monitor_sample_86d0 (x1); roles: ign_timing_correction_calc; fault_flags_reset_86d0; crc_store_verify_clear_86d0; obd_pid_emit_16bit_86d0; cats: Faults & DTC(x2), Memory & CRC(x1), OBD / UDS(x1)"
0xffff86d8,ram_86d8,low,function_names+renames,fns: fault_fallback_float_store_86d8 (x1); roles: fault_fallback_float_store_86d8; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86e4,fault_state_machine_flag,medium,function_names+renames,"fns: crc_clear_bytes_86e4 (x1); init_fault_bytes_86e4_86e6 (x1); fault_byte_accumulate_86e4 (x1); fault_state_machine_flag_86e4 (x1); roles: fault_state_machine_flag_86e4; crc_clear_bytes_86e4; init_fault_bytes_86e4_86e6; fault_byte_accumulate_86e4; cats: Faults & DTC(x2), Memory & CRC(x1), Boot & Init(x1); CAUTION: low16 also collides with a ROM function address"
0xffff86e6,ram_86e6,low,function_names+renames,fns: init_fault_bytes_86e4_86e6 (x1); roles: init_fault_bytes_86e4_86e6; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86e8,clear_fault_bytes,medium,function_names+renames,"fns: crc_clear_bytes_86e8 (x1); clear_fault_bytes_86e8 (x1); fault_monitor_86e8_86ea (x1); roles: crc_clear_bytes_86e8; clear_fault_bytes_86e8; fault_monitor_86e8_86ea; cats: Faults & DTC(x2), Memory & CRC(x1); CAUTION: low16 also collides with a ROM function address"
0xffff86ea,ram_86ea,low,function_names+renames,fns: fault_monitor_86e8_86ea (x1); roles: fault_monitor_86e8_86ea; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86ec,ram_86ec,low,function_names+renames,fns: sensor_fault_monitor_86ec (x1); roles: sensor_fault_monitor_86ec; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86f0,ram_86f0,low,function_names+renames,fns: fault_monitor_86f0_86f2 (x1); roles: fault_monitor_86f0_86f2; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86f2,ram_86f2,low,function_names+renames,fns: fault_monitor_86f0_86f2 (x1); roles: fault_monitor_86f0_86f2; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86f4,ram_86f4,low,function_names+renames,fns: fault_monitor_86f4_86f8 (x1); roles: fault_monitor_86f4_86f8; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86f8,ram_86f8,low,function_names+renames,fns: fault_monitor_86f4_86f8 (x1); roles: fault_monitor_86f4_86f8; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86fc,ram_86fc,low,function_names+renames,fns: fault_monitor_sensor_86fc (x1); roles: fault_monitor_sensor_86fc; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffff86fe,clear_fault_bytes,medium,function_names+renames,"fns: crc_clear_bytes_86fe (x1); clear_fault_bytes_86fe (x1); roles: crc_clear_bytes_86fe; clear_fault_bytes_86fe; cats: Memory & CRC(x1), Faults & DTC(x1); CAUTION: low16 also collides with a ROM function address"
0xffff8704,fault_byte,high,function_names+renames,"fns: fault_byte_8704_verify (x1); fault_byte_8704_clear (x1); fault_threshold_latch_8704_cf4a (x1); roles: fault_byte_8704_verify; fault_byte_8704_clear; fault_threshold_latch_8704_cf4a; cats: Memory & CRC(x2), Faults & DTC(x1)"
0xffff8706,ram_8706,low,renames,roles: mem_enable_flag_and_gate
0xffff8708,iat_fault_word,high,function_names+renames,fns: iat_fault_word_8708_verify (x1); word_cell_8708_zero_write (x1); roles: word_cell_8708_zero_write; iat_fault_word_8708_verify; cats: Memory & CRC(x2)
0xffff870c,checksummed_float_verify,high,function_names+renames,fns: checksummed_float_verify_870c (x1); roles: fault_float_cells_87xx_init; checksummed_float_verify_870c; cats: Math / FPU(x1)
0xffff8710,ram_8710,low,renames,roles: fuel_closed_loop_confirm_ctr
0xffff8714,ram_8714,low,renames,roles: fault_float_cells_87xx_init
0xffff871c,ram_871c,low,renames,roles: fault_float_cells_87xx_init
0xffff8724,ram_8724,low,renames,roles: sr_guarded_ram_init_c638; sr_guarded_ram_init_registration
0xffff8728,checksummed_verify,medium,function_names+renames,fns: checksummed_store_aa08_8728 (x1); checksummed_verify_8728_8730 (x1); roles: checksummed_store_aa08_8728; checksummed_verify_8728_8730; cats: Memory & CRC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8730,checksummed_verify,medium,function_names+renames,fns: checksummed_store_aa08_8730 (x1); checksummed_verify_8728_8730 (x1); roles: checksummed_store_aa08_8730; checksummed_verify_8728_8730; cats: Memory & CRC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8738,sensor_plausibility_check,high,function_names+renames,fns: fault_float_cells_8738_8740_zero_init (x1); sensor_plausibility_check_8738 (x1); roles: fault_float_cells_8738_8740_zero_init; verify_reset_shadow_floats; fpu_ramp_update_shadow; sensor_scaling_fp_block; cats: Faults & DTC(x2)
0xffff8740,sensor_plausibility_check,high,function_names+renames,fns: fault_float_cells_8738_8740_zero_init (x1); sensor_plausibility_check_8740 (x1); roles: fault_float_cells_8738_8740_zero_init; verify_reset_shadow_floats; fpu_ramp_update_shadow; sensor_scaling_fp_block; cats: Faults & DTC(x2)
0xffff8748,validate_mem8,medium,function_names+renames,"fns: sensor_8748_snapshot_flag (x1); update_mem8_8748_thunk (x1); validate_mem8_8748_thunk (x1); roles: sensor_8748_snapshot_flag; update_mem8_8748_thunk; validate_mem8_8748_thunk; cats: Boot & Init(x1), Ignition & Knock(x1), Memory & CRC(x1); CAUTION: low16 also collides with a ROM function address"
0xffff874c,validate_mem8,medium,function_names+renames,"fns: zero_sensor_874c_if_valid (x1); update_mem8_874c_thunk (x1); validate_mem8_874c_thunk (x1); roles: zero_sensor_874c_if_valid; update_mem8_874c_thunk; validate_mem8_874c_thunk; cats: Boot & Init(x1), Ignition & Knock(x1), Memory & CRC(x1); CAUTION: low16 also collides with a ROM function address"
0xffff8750,zero_sensor_pair,medium,function_names+renames,"fns: zero_sensor_pair_8750_if_valid (x1); zero_sensor_pair_8750_8752 (x1); validate_sensor_pair_8750_8752 (x1); roles: zero_sensor_pair_8750_if_valid; zero_sensor_pair_8750_8752; validate_sensor_pair_8750_8752; cats: Memory & CRC(x2), Boot & Init(x1); CAUTION: low16 also collides with a ROM function address"
0xffff8752,validate_sensor_pair,medium,function_names+renames,fns: zero_sensor_pair_8750_8752 (x1); validate_sensor_pair_8750_8752 (x1); roles: zero_sensor_pair_8750_8752; validate_sensor_pair_8750_8752; cats: Memory & CRC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8754,zero_sensor_pair,medium,function_names+renames,"fns: zero_sensor_pair_8754_if_valid (x1); zero_sensor_pair_8754_8756 (x1); validate_sensor_pair_8754_8756 (x1); roles: zero_sensor_pair_8754_if_valid; zero_sensor_pair_8754_8756; validate_sensor_pair_8754_8756; cats: Memory & CRC(x2), Boot & Init(x1); CAUTION: low16 also collides with a ROM function address"
0xffff8756,validate_sensor_pair,medium,function_names+renames,fns: zero_sensor_pair_8754_8756 (x1); validate_sensor_pair_8754_8756 (x1); roles: zero_sensor_pair_8754_8756; validate_sensor_pair_8754_8756; cats: Memory & CRC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8758,validate_mem8,medium,function_names+renames,"fns: update_mem8_8758_thunk (x1); validate_mem8_8758_thunk (x1); roles: update_mem8_8758_thunk; validate_mem8_8758_thunk; cats: Ignition & Knock(x1), Memory & CRC(x1); CAUTION: low16 also collides with a ROM function address"
0xffff875c,validate_sensor_pair,medium,function_names+renames,"fns: init_sensor_pair_875c_875e (x1); zero_sensor_pair_875c_875e (x1); validate_sensor_pair_875c_875e (x1); roles: init_sensor_pair_875c_875e; zero_sensor_pair_875c_875e; validate_sensor_pair_875c_875e; cats: Memory & CRC(x2), Boot & Init(x1); CAUTION: low16 also collides with a ROM function address"
0xffff875e,validate_sensor_pair,medium,function_names+renames,"fns: init_sensor_pair_875c_875e (x1); zero_sensor_pair_875c_875e (x1); validate_sensor_pair_875c_875e (x1); roles: init_sensor_pair_875c_875e; zero_sensor_pair_875c_875e; validate_sensor_pair_875c_875e; cats: Memory & CRC(x2), Boot & Init(x1); CAUTION: low16 also collides with a ROM function address"
0xffff8760,validate_mem8,medium,function_names+renames,"fns: zero_sensor_8760_if_valid (x1); update_mem8_8760_thunk (x1); validate_mem8_8760_thunk (x1); roles: zero_sensor_8760_if_valid; update_mem8_8760_thunk; validate_mem8_8760_thunk; cats: Boot & Init(x1), Ignition & Knock(x1), Memory & CRC(x1); CAUTION: low16 also collides with a ROM function address"
0xffff8764,checksummed_byte_verify,medium,function_names+renames,"fns: boot_clear_checksummed_8764_if_8780 (x1); checksummed_byte_clear_8764 (x1); checksummed_byte_verify_8764 (x1); roles: boot_clear_checksummed_8764_if_8780; checksummed_byte_clear_8764; checksummed_byte_verify_8764; cats: Memory & CRC(x2), Boot & Init(x1); CAUTION: low16 also collides with a ROM function address"
0xffff8768,checksummed_float_clear_verify,high,function_names+renames,"fns: idle_learn_shadow_8768_876a_update (x1); ram_clear_8768_876c_vals (x1); checksummed_float_clear_876c_verify_8768_876a (x1); roles: ram_clear_8768_876c_vals; idle_learn_shadow_8768_876a_update; checksummed_float_clear_876c_verify_8768_876a; cats: Memory & CRC(x2), Boot & Init(x1)"
0xffff876a,checksummed_float_clear_verify,high,function_names+renames,"fns: idle_learn_shadow_8768_876a_update (x1); checksummed_float_clear_876c_verify_8768_876a (x1); roles: idle_learn_counter_update; ram_clear_8768_876c_vals; idle_learn_shadow_8768_876a_update; checksummed_float_clear_876c_verify_8768_876a; cats: Boot & Init(x1), Memory & CRC(x1)"
0xffff876c,checksummed_float_clear,high,function_names+renames,fns: ram_clear_8768_876c_vals (x1); checksummed_float_clear_876c_verify_8768_876a (x1); roles: idle_learn_counter_update; ram_clear_8768_876c_vals; idle_learn_shadow_8768_876a_update; checksummed_float_clear_876c_verify_8768_876a; cats: Memory & CRC(x2); ctx: checksummed(x1)
0xffff8770,checksummed_float_clear_verify,medium,function_names+renames,fns: checksummed_byte_clear_8770_8772 (x1); checksummed_float_clear_8774_verify_8770_8772 (x1); roles: checksummed_byte_clear_8770_8772; checksummed_float_clear_8774_verify_8770_8772; cats: Memory & CRC(x2); CAUTION: low16 also collides with a ROM function address
0xffff8772,checksummed_float_clear_verify,high,function_names+renames,fns: checksummed_byte_clear_8770_8772 (x1); checksummed_float_clear_8774_verify_8770_8772 (x1); roles: idle_learn_counter_update; checksummed_byte_clear_8770_8772; checksummed_float_clear_8774_verify_8770_8772; cats: Memory & CRC(x2)
0xffff8774,checksummed_float_clear,high,function_names+renames,"fns: fault_cell_8774_redundant_word_zero (x1); checksummed_float_clear_8774_verify_8770_8772 (x1); roles: dtc_fault_counter_threshold_set; idle_learn_counter_update; fault_cell_8774_redundant_word_zero; checksummed_float_clear_8774_verify_8770_8772; cats: Faults & DTC(x1), Memory & CRC(x1); ctx: fault_cluster_saturating(x1), checksummed(x1)"
0xffff8778,checksummed_byte_verify,medium,function_names+renames,"fns: boot_clear_checksummed_8778_if_8780 (x1); checksummed_byte_clear_8778 (x1); checksummed_byte_verify_8778 (x1); roles: boot_clear_checksummed_8778_if_8780; checksummed_byte_clear_8778; checksummed_byte_verify_8778; cats: Memory & CRC(x2), Boot & Init(x1); CAUTION: low16 also collides with a ROM function address"
0xffff877c,checksummed_byte_verify,medium,function_names+renames,"fns: throttle_fault_cell_877c_877e_clear_cb74 (x1); checksummed_byte_clear_877c_877e (x1); checksummed_byte_verify_877c_877e (x1); roles: throttle_fault_cell_877c_877e_clear_cb74; checksummed_byte_clear_877c_877e; checksummed_byte_verify_877c_877e; cats: Memory & CRC(x2), Throttle & Torque(x1); CAUTION: low16 also collides with a ROM function address"
0xffff877e,reset_gate_set_checksummed,high,function_names+renames,"fns: throttle_fault_cell_877c_877e_clear_cb74 (x1); checksummed_byte_clear_877c_877e (x1); checksummed_byte_verify_877c_877e (x1); reset_gate_set_checksummed_877e (x1); roles: throttle_fault_cell_877c_877e_clear_cb74; checksummed_byte_clear_877c_877e; checksummed_byte_verify_877c_877e; reset_gate_set_checksummed_877e; cats: Throttle & Torque(x2), Memory & CRC(x2)"
0xffff8780,boot_clear_checksummed,high,function_names+renames,"fns: boot_clear_checksummed_8764_if_8780 (x1); boot_clear_checksummed_8778_if_8780 (x1); ram_byte_8780_set_flag (x1); checksummed_byte_verify_8784_8780_8782 (x1); roles: sensor_snapshot_propagate_working; idle_learn_counter_update; ram_byte_8780_set_flag; boot_clear_checksummed_8764_if_8780; cats: Boot & Init(x2), Memory & CRC(x2), Throttle & Torque(x1); CONFLICT-RESOLVED: kept boot_clear_checksummed; alt: ram_byte_set_flag, checksummed_byte_verify, throttle_condition_flag"
0xffff8782,checksummed_byte_verify,high,function_names+renames,"fns: checksummed_byte_clear_8782 (x1); checksummed_byte_verify_8784_8780_8782 (x1); throttle_condition_flag_8782 (x1); roles: throttle_condition_flag_8782; checksummed_byte_clear_8782; checksummed_byte_verify_8784_8780_8782; cats: Memory & CRC(x2), Throttle & Torque(x1)"
0xffff8784,checksummed_byte_verify,high,function_names+renames,"fns: checksummed_byte_clear_8784 (x1); checksummed_byte_verify_8784_8780_8782 (x1); throttle_gate_set_8784_copy_cbb8 (x1); roles: diag_monitor_enable_timer; checksummed_byte_clear_8784; checksummed_byte_verify_8784_8780_8782; throttle_gate_set_8784_copy_cbb8; cats: Memory & CRC(x2), Throttle & Torque(x1)"
0xffff8788,checksummed_float_verify,medium,function_names+renames,"fns: checksummed_float_store_8788_from_7b004 (x1); checksummed_float_verify_8788 (x1); roles: checksummed_float_store_8788_from_7b004; checksummed_float_verify_8788; cats: Memory & CRC(x1), Math / FPU(x1); CAUTION: low16 also collides with a ROM function address"
