caller_addr,caller_name,callee_addr,callee_name,kind
0x54BD2,UDSServiceSomething,0x55EEE,byteToUDS_SERVICE_DATA,ref
0x54C12,getMonitorStatusMode22,0x52A5A,udsErrorResponse,ref
0x54C12,getMonitorStatusMode22,0x5346A,FUN_0005346a,ref
0x54C12,getMonitorStatusMode22,0x53678,getIATOBD,ref
0x54C12,getMonitorStatusMode22,0x55ECC,intToUDS_SERVICE_DATA,ref
0x54C68,FUN_00054c68,0x534B2,getOLStatusforOBD???,ref
0x54C68,FUN_00054c68,0x5352C,OBDStub,ref
0x54C68,FUN_00054c68,0x55ECC,intToUDS_SERVICE_DATA,ref
0x54C8E,FUN_00054c8e,0x53530,getEngineLoadforOBD???,ref
0x54C8E,FUN_00054c8e,0x55EEE,byteToUDS_SERVICE_DATA,ref
0x54CA4,FUN_00054ca4,0x53590,getCoolantTempforOBD??,ref
0x54CA4,FUN_00054ca4,0x55EEE,byteToUDS_SERVICE_DATA,ref
0x54CBA,FUN_00054cba,0x535A6,getSTFTforOBD??,ref
0x54CBA,FUN_00054cba,0x55EEE,byteToUDS_SERVICE_DATA,ref
0x54CD0,FUN_00054cd0,0x535CC,getLTFTforOBD???,ref
0x54CD0,FUN_00054cd0,0x55EEE,byteToUDS_SERVICE_DATA,ref
0x54CE6,Mode22GetRPM,0x535EA,getRPMforOBD??,ref
0x54CE6,Mode22GetRPM,0x55ECC,intToUDS_SERVICE_DATA,ref
0x54CFC,FUN_00054cfc,0x53600,getVehicleSpeedForOBD??,ref
0x54CFC,FUN_00054cfc,0x55EEE,byteToUDS_SERVICE_DATA,ref
0x54D14,FUN_00054d14,0x53614,getIgnLeadingOBD,ref
0x54D14,FUN_00054d14,0x55EEE,byteToUDS_SERVICE_DATA,ref
0x54D28,FUN_00054d28,0x53678,getIATOBD,ref
